"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-09","0.22",",,S","83","H,,S","87",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-10","0.00",",,S","83","H,,S","91",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-11","1.09",",,S","83","H,,S","91",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-12","0.00",",,S","81","H,,S","89",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-13","0.33",",,S","78","H,,S","88",",,S","75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-14","1.24",",,S","80","H,,S","86",",,S","75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-15","0.04",",,S","80","H,,S","87",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-16","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-17","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-18","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-19","0.00",",,S","83","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-20","0.00",",,S","83","H,,S","91",",,S","75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-21","0.00",",,S","82","H,,S","89",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-22","0.00",",,S","82","H,,S","90",",,S","75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-23","0.00",",,S","81","H,,S","89",",,S","74",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-24","0.00",",,S","80","H,,S","89",",,S","71",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-25","0.00",",,S","80","H,,S","88",",,S","72",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-26","0.00",",,S","80","H,,S","87",",,S","71",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-27","0.00",",,S","82","H,,S","90",",,S","73",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-28","0.00",",,S","82","H,,S","90",",,S","73",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-29","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-30","0.00",",,S","81","H,,S","89",",,S","75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12-31","0.12",",,S","81","H,,S","88",",,S","74",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-01","0.01",",,S","81","H,,S","89",",,S","75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-02","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-03","0.30",",,S","80","H,,S","90",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-04","0.29",",,S","81","H,,S","88",",,S","74",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-06","0.00",",,S","83","H,,S","92",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-07","0.00",",,S","84","H,,S",,,"76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-08","0.00",",,S","82","H,,S",,,"76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-09","0.00",",,S","81","H,,S","94",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-10","0.01",",,S","80","H,,S",,,"76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-13","0.00",",,S","83","H,,S","90",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-14","0.00",",,S","83","H,,S","90",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-16","0.09",",,S","83","H,,S","89",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-17","0.00",",,S","81","H,,S",,,"76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-19","0.00",",,S","82","H,,S",,,"77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-21","0.00",",,S","79","H,,S","90",",,S","68",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-22","0.00",",,S","79","H,,S",,,"69",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-24","0.00",",,S","78","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-26","0.00",",,S","79","H,,S",,,"74",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-28","0.00",",,S","81","H,,S",,,"74",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-30","0.00",",,S","81","H,,S","88",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-01-31","0.00",",,S","82","H,,S",,,"78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-02","0.00",",,S","81","H,,S",,,"74",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-03","0.00",",,S","79","H,,S","87",",,S","74",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-04","0.00",",,S","82","H,,S","87",",,S","74",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-05","0.00",",,S","81","H,,S",,,"75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-07","0.00",",,S","80","H,,S",,,"76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-08","0.00",",,S","82","H,,S","91",",,S","73",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-09","0.00",",,S","82","H,,S","93",",,S","75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-10","0.00",",,S","81","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-12","0.01",",,S","81","H,,S","90",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-13","0.76",",,S","78","H,,S",,,"75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-14","0.00",",,S","81","H,,S","92",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-16","0.00",",,S","79","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-18","0.00",",,S","81","H,,S",,,"76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-19","0.00",",,S","80","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-21","0.00",",,S","83","H,,S",,,"78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-22","0.00",",,S","84","H,,S","90",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-25","0.05",",,S","85","H,,S","91",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-27","0.12",",,S","80","H,,S",,,"74",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-02-28","0.00",",,S","83","H,,S",,,"75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-03","0.00",",,S","86","H,,S","93",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-04","0.00",",,S","83","H,,S",,,"79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-05","0.00",",,S","83","H,,S","90",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-09","0.02",",,S","83","H,,S","90",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-10","0.00",",,S","85","H,,S","90",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-11","0.00",",,S","82","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-12","0.04",",,S","77","H,,S","90",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-14","0.80",",,S","80","H,,S",,,"76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-17","0.00",",,S","83","H,,S","90",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-21","0.00",",,S","85","H,,S","89",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-23","0.00",",,S","84","H,,S",,,"80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-26","0.00",",,S","84","H,,S","89",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-27","0.00",",,S","83","H,,S",,,"79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-30","0.00",",,S","83","H,,S",,,"79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-03-31","0.00",",,S","84","H,,S","91",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-01","0.00",",,S","82","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-02","0.01",",,S","85","H,,S","91",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-03","0.00",",,S","84","H,,S","90",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-04","0.06",",,S","83","H,,S","91",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-05","0.00",",,S","81","H,,S","90",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-06","0.18",",,S","82","H,,S","90",",,S","75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-07","0.00",",,S","85","H,,S","92",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-08","1.78",",,S","77","H,,S","87",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-09","0.90",",,S","80","H,,S","86",",,S","73",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-10","4.80",",,S","77","H,,S","79",",O,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-11","0.52",",,S","81","H,,S","87",",,S","74",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-12","1.50",",,S","81","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-13","0.24",",,S","82","H,,S","89",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-14","0.60",",,S","84","H,,S","89",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-15","0.00",",,S","85","H,,S","90",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-16","0.00",",,S","85","H,,S","90",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-17","0.00",",,S","84","H,,S","89",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-18","0.00",",,S","84","H,,S","89",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-19","0.17",",,S","83","H,,S","86",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-20","2.47",",,S","84","H,,S","90",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-21","1.01",",,S","84","H,,S","89",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-22","0.00",",,S","83","H,,S","90",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-23","0.43",",,S","83","H,,S","89",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-24","0.00",",,S","85","H,,S","90",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-25","0.00",",,S","83","H,,S","89",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-26","0.17",",,S","85","H,,S","90",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-27","0.00",",,S","84","H,,S","90",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-28","2.80",",,S","83","H,,S","90",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-29","0.02",",,S","85","H,,S","90",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04-30","0.52",",,S","86","H,,S","91",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-01","0.50",",,S","86","H,,S","88",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-02","0.14",",,S","87","H,,S","90",",,S","82",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-03","0.02",",,S","87","H,,S",,,"84",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-04","0.00",",,S","87","H,,S","91",",,S","82",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-05","0.09",",,S","84","H,,S","90",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-06","1.79",",,S","85","H,,S","90",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-07","0.00",",,S","87","H,,S","90",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-08","0.00",",,S","87","H,,S","90",",,S","84",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-09","0.00",",,S","86","H,,S","90",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-10","0.27",",,S","86","H,,S","90",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-11","0.00",",,S","86","H,,S","90",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-12","0.14",",,S","83","H,,S","89",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-13","1.42",",,S","81","H,,S","83",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-14","0.11",",,S","82","H,,S","86",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-15","0.11",",,S","84","H,,S","88",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-16","0.65",",,S","83","H,,S","88",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-17","0.25",",,S","83","H,,S","87",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-18","0.06",",,S","83","H,,S","87",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-19","0.66",",,S","83","H,,S","88",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-20","0.11",",,S","84","H,,S","87",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-21","0.03",",,S","85","H,,S","88",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-22","0.02",",,S","85","H,,S","88",",,S","82",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-23","0.09",",,S","84","H,,S","88",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-24","0.05",",,S","83","H,,S","87",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-25","0.54",",,S","84","H,,S","87",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-26","0.28",",,S","82","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-27","1.72",",,S","81","H,,S","85",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-28","0.04",",,S","83","H,,S","87",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-29","0.38",",,S","80","H,,S","85",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-30","0.59",",,S","81","H,,S","86",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05-31","3.20",",,S","78","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-01","0.85",",,S","83","H,,S","86",",,S","75",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-02","0.00",",,S","84","H,,S","88",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-03","0.37",",,S","84","H,,S","88",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-04","0.07",",,S","83","H,,S","87",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-05","0.19",",,S","83","H,,S","87",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-06","0.01",",,S","83","H,,S",,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-07","0.00",",,S","83","H,,S","86",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-08",,,"83","H,,S","88",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-09","0.07",",,S","83","H,,S","87",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-10","0.17",",,S","84","H,,S","87",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-11","0.02",",,S","82","H,,S","86",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-12","0.04",",,S","82","H,,S","87",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-13","0.16",",,S","83","H,,S","88",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-14","0.00",",,S","84","H,,S","87",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-15","0.04",",,S","83","H,,S","88",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-16","1.04",",,S","82","H,,S","86",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-17","0.01",",,S","83","H,,S","87",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-18","0.34",",,S","82","H,,S","87",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-19","0.33",",,S","83","H,,S","87",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-20","0.00",",,S","83","H,,S","87",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-21","0.00",",,S","85","H,,S","88",",,S","82",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-22","0.00",",,S","83","H,,S","88",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-23","0.39",",,S","84","H,,S","87",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-24","0.15",",,S","83","H,,S","87",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-25","0.00",",,S","84","H,,S","88",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-26","0.07",",,S","84","H,,S",,,"80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-27","0.00",",,S","85","H,,S","88",",,S","82",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-28","0.00",",,S","84","H,,S","89",",,S","82",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-29","0.00",",,S","84","H,,S","88",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06-30","0.00",",,S","82","H,,S","85",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-01","0.00",",,S","84","H,,S","87",",,S","82",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-02","0.00",",,S","84","H,,S","89",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-03","0.04",",,S","82","H,,S","84",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-04","0.00",",,S","83","H,,S","87",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-05","0.00",",,S","83","H,,S","86",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-06","0.00",",,S","83","H,,S","86",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-07","0.00",",,S","81","H,,S","86",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-08","0.00",",,S","83","H,,S","87",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-09","0.00",",,S","83","H,,S","87",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-10","0.00",",,S","83","H,,S","87",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-11","0.02",",,S","82","H,,S","85",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-12","0.00",",,S","84","H,,S","87",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-16","0.06",",,S","83","H,,S","88",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-17","0.00",",,S","84","H,,S","89",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-18","0.00",",,S","84","H,,S","88",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-19","0.00",",,S","83","H,,S","90",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-20","0.03",",,S","82","H,,S","87",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-21","0.02",",,S","81","H,,S","85",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-22","0.09",",,S","82","H,,S","85",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-23","0.00",",,S","83","H,,S","87",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-24","0.00",",,S","82","H,,S","86",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-25","0.00",",,S","83","H,,S","87",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-26","0.00",",,S","83","H,,S","88",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-27","0.00",",,S","81","H,,S","89",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-28","0.09",",,S","81","H,,S","85",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-29","0.00",",,S","82","H,,S",,,"78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-30","0.03",",,S","83","H,,S","87",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07-31","0.00",",,S","83","H,,S","87",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-01","0.02",",,S","81","H,,S","82",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-02","0.04",",,S","80","H,,S","85",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-03","0.13",",,S","81","H,,S","84",",,S","77",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-04","0.58",",,S","81","H,,S","86",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-05","0.98",",,S","81","H,,S","84",",,S","76",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-06","0.11",",,S","82","H,,S","86",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-07","0.00",",,S","82","H,,S","86",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-08","0.00",",,S","82","H,,S","86",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-09","0.03",",,S","83","H,,S","86",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-10","0.00",",,S","83","H,,S","86",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-11","0.00",",,S","83","H,,S","87",",,S","79",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-12","0.00",",,S","83","H,,S","86",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-13","0.00",",,S","83","H,,S","87",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-14","0.00",",,S","82","H,,S","87",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-15","0.00",",,S","83","H,,S","87",",,S","78",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-16","0.00",",,S","83","H,,S","87",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-17","0.00",",,S","83","H,,S","88",",,S","80",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-18","0.00",",,S","83","H,,S","88",",,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-19","0.00",",,S","84","H,,S","88",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-20","0.04",",,S","83","H,,S","87",",,S","81",",,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08-21","0.00",",,S","83","H,,S","87",",,S","80",",,S"
