"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-06","1.64",",,S","78","H,,S","82",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-07","0.76",",,S","80","H,,S","89",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-08","0.15",",,S","83","H,,S","87",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-09","0.04",",,S","85","H,,S","90",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-10","0.15",",,S","83","H,,S","89",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-11","0.17",",,S","80","H,,S","85",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-12","0.34",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-13","0.05",",,S","84","H,,S","92",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-14","0.00",",,S","84","H,,S","90",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-15","0.00",",,S","85","H,,S","91",",,S","79",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-16","0.02",",,S","84","H,,S","90",",,S","79",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-17","0.00",",,S","83","H,,S","89",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-18","0.02",",,S","85","H,,S","91",",,S","79",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-19","0.00",",,S","85","H,,S","91",",,S","79",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-20","0.00",",,S","84","H,,S","91",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-21","0.00",",,S","82","H,,S","85",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-22","0.03",",,S","83","H,,S","90",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-23","0.00",",,S","83","H,,S","90",",,S","79",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-24","0.00",",,S","84","H,,S","91",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-25","0.01",",,S","82","H,,S","90",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-26","0.13",",,S","80","H,,S","87",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-27","0.09",",,S","83","H,,S","92",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-28","0.06",",,S","83","H,,S","91",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-29","0.01",",,S","83","H,,S","91",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-06-30","0.02",",,S","84","H,,S",,,"77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-01","0.00",",,S","84","H,,S","92",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-02","0.00",",,S","84","H,,S","90",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-03","0.10",",,S","82","H,,S","87",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-04","0.00",",,S","83","H,,S","90",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-05","0.00",",,S","85","H,,S","93",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-06","0.00",",,S","84","H,,S","92",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-07","0.00",",,S","85","H,,S","93",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-08","0.00",",,S","84","H,,S",,,"79",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-09","0.00",",,S","82","H,,S","94",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-10","0.66",",,S","80","H,,S","86",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-11","1.34",",,S","82","H,,S","89",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-12","0.00",",,S","83","H,,S","91",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-13","0.00",",,S","83","H,,S","89",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-14","0.01",",,S","84","H,,S","91",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-15","0.01",",,S","83","H,,S","90",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-16","0.01",",,S","81","H,,S","89",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-17","0.08",",,S","82","H,,S","91",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-18","0.00",",,S","81","H,,S","93",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-19","0.03",",,S","80","H,,S","91",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-20","0.62",",,S","78","H,,S",,,,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-21","0.07",",,S","83","H,,S","90",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-22","0.00",",,S","81","H,,S","91",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-23","0.00",",,S","81","H,,S","91",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-24","0.07",",,S","81","H,,S","89",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-25","0.00",",,S","82","H,,S","88",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-26","0.00",",,S","81","H,,S","86",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-27","0.01",",,S","82","H,,S",,,"77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-28","0.02",",,S","79","H,,S","84",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-29","1.00",",,S","79","H,,S","84",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-30","0.60",",,S","81","H,,S","88",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-07-31","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-01","0.07",",,S","82","H,,S","88",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-02","1.03",",,S","80","H,,S","87",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-03","0.03",",,S","81","H,,S","85",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-04","0.00",",,S","81","H,,S","87",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-05","0.26",",,S","82","H,,S","87",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-06","0.76",",,S","78","H,,S","85",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-07","0.84",",,S","80","H,,S","85",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-08","0.13",",,S","80","H,,S","85",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-09","0.20",",,S","80","H,,S","86",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-10","0.00",",,S","81","H,,S","87",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-11","0.02",",,S","82","H,,S","88",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-12","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-13","0.00",",,S","82","H,,S","89",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-14","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-15","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-16","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-17","0.00",",,S","83","H,,S",,,"76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-18","0.00",",,S","83","H,,S","92",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-19","0.00",",,S","83","H,,S","92",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-20","0.00",",,S","83","H,,S","91",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-21","0.00",",,S","83","H,,S","93",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-22","0.00",",,S","84","H,,S","93",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-23","0.00",",,S","84","H,,S","93",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-24","0.00",",,S","84","H,,S","94",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-25","0.00",",,S","84","H,,S","94",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-26","0.00",",,S","84","H,,S","93",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-27","0.00",",,S","84","H,,S","93",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-28","0.00",",,S","84","H,,S","93",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-29","0.00",",,S","84","H,,S","93",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-30","0.00",",,S","84","H,,S","94",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-08-31","0.00",",,S","84","H,,S","93",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-01","0.00",",,S","81","H,,S","88",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-02","0.93",",,S","78","H,,S","81",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-03","0.56",",,S","80","H,,S","87",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-04","0.00",",,S","83","H,,S","91",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-05","0.00",",,S","81","H,,S","89",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-06","0.13",",,S","75","H,,S","86",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-07","0.43",",,S","81","H,,S","87",",,S","70",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-08","0.00",",,S","82","H,,S","90",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-09","0.00",",,S","78","H,,S",,,"73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-10","0.37",",,S","80","H,,S","86",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-11","0.17",",,S","81","H,,S",,,"77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-12","0.05",",,S","80","H,,S","84",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-13","0.10",",,S","81","H,,S","87",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-14","0.00",",,S","80","H,,S","86",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-15","0.13",",,S","82","H,,S","87",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-16","0.01",",,S","83","H,,S","89",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-17","0.04",",,S","81","H,,S","88",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-18","0.42",",,S","80","H,,S","87",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-19","0.14",",,S","80","H,,S","86",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-20","1.26",",,S","79","H,,S","85",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-21","0.71",",,S","79","H,,S","87",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-22","0.11",",,S","77","H,,S","83",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-23","0.77",",,S","81","H,,S","87",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-24","0.01",",,S","81","H,,S","87",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-25","0.06",",,S","79","H,,S","84",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-26","0.03",",,S","81","H,,S","89",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-27","0.01",",,S","83","H,,S","91",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-28","0.11",",,S","79","H,,S","86",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-29","1.64",",,S","78","H,,S","85",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-09-30","1.30",",,S","77","H,,S","85",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-01","0.23",",,S","81","H,,S","87",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-02","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-03","0.00",",,S","81","H,,S","90",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-04","0.00",",,S","81","H,,S","89",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-05","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-06","0.00",",,S","82","H,,S","92",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-07","0.00",",,S","81","H,,S","87",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-08","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-09","0.00",",,S","80","H,,S","87",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-10","0.11",",,S","81","H,,S","89",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-11","0.39",",,S","79","H,,S","85",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-12","0.03",",,S","81","H,,S","88",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-13","0.00",",,S","82","H,,S","89",",,S","78",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-14","0.47",",,S","79","H,,S","87",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-15","0.74",",,S","79","H,,S","87",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-16","0.09",",,S","82","H,,S","89",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-17","0.00",",,S","81","H,,S","89",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-18","0.00",",,S","83","H,,S","90",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-19","0.00",",,S","83","H,,S",,,"77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-20","0.00",",,S","82","H,,S","89",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-21","0.08",",,S","81","H,,S","87",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-22","0.15",",,S","82","H,,S","89",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-23","0.00",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-24","0.01",",,S","82","H,,S","90",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-25","0.00",",,S","83","H,,S","91",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-26","0.00",",,S","83","H,,S","90",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-27","0.00",",,S","83","H,,S","91",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-28","0.00",",,S","82","H,,S","89",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-29","0.00",",,S","80","H,,S","91",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-30","0.03",",,S","82","H,,S","90",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-10-31","0.00",",,S","83","H,,S","91",",,S","76",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-01","0.00",",,S","84","H,,S","92",",,S","77",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-02","0.00",",,S","83","H,,S","91",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-03","0.00",",,S","82","H,,S","93",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-04","0.22",",,S","80","H,,S","92",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-05","1.59",",,S","81","H,,S","94",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-06","1.02",",,S","81","H,,S","92",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-07","0.43",",,S","82","H,,S","90",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-08","0.00",",,S","79","H,,S",,,"72",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-09","0.68",",,S","79","H,,S","89",",,S","72",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-10","0.54",",,S","78","H,,S","82",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-11","0.00",",,S","81","H,,S","90",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-12","0.35",",,S","81","H,,S","90",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-13","0.18",",,S","80","H,,S","91",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-14","0.62",",,S","80","H,,S","90",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-15","0.06",",,S","80","H,,S","91",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-16","0.11",",,S","80","H,,S","85",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-17","0.00",",,S","79","H,,S","87",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-18","1.74",",,S","79","H,,S","89",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-19","1.62",",,S","81","H,,S","89",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-20","0.00",",,S","80","H,,S","90",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-21","0.04",",,S","80","H,,S","89",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-22","0.00",",,S","78","H,,S","84",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-23","0.00",",,S","80","H,,S","86",",,S","71",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-24","0.26",",,S","78","H,,S","85",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-25","0.32",",,S","80","H,,S","86",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-26","0.03",",,S","82","H,,S","90",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-27","0.00",",,S","82","H,,S","91",",,S","72",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-28","0.00",",,S","82","H,,S","91",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-29","0.00",",,S","83","H,,S","92",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-11-30","0.00",",,S","83","H,,S","91",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-01","0.00",",,S","79","H,,S","86",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-02","0.38",",,S","76","H,,S","79",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-03","2.35",",,S","75","H,,S","78",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-04","1.59",",,S","79","H,,S","84",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-05","0.79",",,S","78","H,,S","84",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-06","0.00",",,S","81","H,,S","89",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-07","0.00",",,S","84","H,,S","91",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-08","0.00",",,S","80","H,,S","90",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-09","0.00",",,S","82","H,,S","91",",,S","72",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-10","0.00",",,S","81","H,,S","89",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-11","0.00",",,S","81","H,,S","89",",,S","72",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-12","0.00",",,S","80","H,,S","88",",,S","71",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-13","0.00",",,S","80","H,,S","90",",,S","71",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-14","0.00",",,S","78","H,,S","87",",,S","69",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-15","0.00",",,S","80","H,,S","87",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-16","0.00",",,S","81","H,,S","90",",,S","72",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-17","0.00",",,S","81","H,,S","89",",,S","72",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-18","0.00",",,S","78","H,,S","89",",,S","72",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-19","0.69",",,S","79","H,,S","84",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-20","0.52",",,S","76","H,,S","79",",,S","74",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-21","0.44",",,S","76","H,,S","82",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-22","0.22",",,S","75","H,,S","77",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-23","0.05",",,S","79","H,,S","88",",,S","72",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-24","0.19",",,S","80","H,,S","87",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-25","0.00",",,S","80","H,,S","89",",,S","71",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-26","0.00",",,S","76","H,,S","81",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-27","0.07",",,S","76","H,,S","84",",,S","73",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-28","0.00",",,S","77","H,,S","84",",,S","72",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-29","0.24",",,S","82","H,,S","89",",,S","75",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-30","0.00",",,S","81","H,,S","91",",,S","71",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2020-12-31","0.12",",,S","77","H,,S","82",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2021-01-01","0.02",",,S","76","H,,S","82",",,S","72",",,S"
