Region,Current Date,Next Date,HCHO reading,new_covid_patients,total_covid_patients,lockdown_status,covid_range_status,Month
"Bibile, Monaragala",2023-05-30,2023-05-31,0.0001641449360856,0,672039,After,After,5
"Bibile, Monaragala",2023-05-31,2023-06-01,0.0002273388996954,0,672039,After,After,5
"Bibile, Monaragala",2023-06-01,2023-06-02,0.0001877292285263,0,672039,After,After,6
"Bibile, Monaragala",2023-06-02,2023-06-03,0.0002692410911153,0,672039,After,After,6
"Bibile, Monaragala",2023-06-03,2023-06-04,0.0003196908063168,0,672039,After,After,6
"Bibile, Monaragala",2023-06-04,2023-06-05,0.0002066275469248,0,672039,After,After,6
"Bibile, Monaragala",2023-06-05,2023-06-06,0.0001405528952863,0,672039,After,After,6
"Bibile, Monaragala",2023-06-06,2023-06-07,0.0001511723021407,0,672039,After,After,6
"Bibile, Monaragala",2023-06-07,2023-06-08,0.0002024416598184,0,672039,After,After,6
"Bibile, Monaragala",2023-06-08,2023-06-09,0.000188782809754,0,672039,After,After,6
"Bibile, Monaragala",2023-06-09,2023-06-10,0.0002056168337351,0,672039,After,After,6
"Bibile, Monaragala",2023-06-10,2023-06-11,0.0001173718132475,0,672039,After,After,6
"Bibile, Monaragala",2023-06-11,2023-06-12,9.2957890882259e-05,0,672039,After,After,6
"Bibile, Monaragala",2023-06-12,2023-06-13,0.0001902822087329,0,672039,After,After,6
"Bibile, Monaragala",2023-06-13,2023-06-14,8.198606521061681e-05,0,672039,After,After,6
"Bibile, Monaragala",2023-06-14,2023-06-15,6.809079202248158e-05,0,672039,After,After,6
"Bibile, Monaragala",2023-06-15,2023-06-16,0.0001090269070658,0,672039,After,After,6
"Bibile, Monaragala",2023-06-16,2023-06-17,-1.816233102045225e-05,0,672039,After,After,6
"Bibile, Monaragala",2023-06-17,2023-06-18,0.000215583682279,0,672039,After,After,6
"Bibile, Monaragala",2023-06-18,2023-06-19,0.0001355422205651,0,672039,After,After,6
"Bibile, Monaragala",2023-06-19,2023-06-20,0.0001990662783967,0,672039,After,After,6
"Bibile, Monaragala",2023-06-20,2023-06-21,0.0001937465135267,0,672039,After,After,6
"Bibile, Monaragala",2023-06-21,2023-06-22,0.0001380424095765,0,672039,After,After,6
"Bibile, Monaragala",2023-06-22,2023-06-23,0.0001447145701136,0,672039,After,After,6
"Bibile, Monaragala",2023-06-23,2023-06-24,0.0001188696784797,0,672039,After,After,6
"Bibile, Monaragala",2023-06-24,2023-06-25,0.0002120020773062,0,672039,After,After,6
"Bibile, Monaragala",2023-06-25,2023-06-26,0.0002117889012158,0,672039,After,After,6
"Bibile, Monaragala",2023-06-26,2023-06-27,0.0001397011940541,0,672039,After,After,6
"Bibile, Monaragala",2023-06-27,2023-06-28,0.0001981141989922,0,672039,After,After,6
"Bibile, Monaragala",2023-06-28,2023-06-29,0.0001502582971252,0,672039,After,After,6
"Bibile, Monaragala",2023-06-29,2023-06-30,0.0001993404561058,0,672039,After,After,6
"Bibile, Monaragala",2023-06-30,2023-07-01,0.0001702618891156,0,672039,After,After,6
"Bibile, Monaragala",2023-07-01,2023-07-02,0.0001851824072124,0,672039,After,After,7
"Bibile, Monaragala",2023-07-02,2023-07-03,0.0001833086970464,0,672039,After,After,7
"Bibile, Monaragala",2023-07-03,2023-07-04,4.458375696591515e-06,0,672039,After,After,7
"Bibile, Monaragala",2023-07-04,2023-07-05,0.0001638479067764,0,672039,After,After,7
"Bibile, Monaragala",2023-07-05,2023-07-06,0.0001605258393597,0,672039,After,After,7
"Bibile, Monaragala",2023-07-06,2023-07-07,0.0001605258393597,0,672039,After,After,7
"Bibile, Monaragala",2023-07-07,2023-07-08,0.0001433209422696,0,672039,After,After,7
"Bibile, Monaragala",2023-07-08,2023-07-09,0.0001550443980398,0,672039,After,After,7
"Bibile, Monaragala",2023-07-09,2023-07-10,0.0001554796344846,0,672039,After,After,7
"Bibile, Monaragala",2023-07-10,2023-07-11,0.0001514002877395,0,672039,After,After,7
"Bibile, Monaragala",2023-07-11,2023-07-12,0.0001514002877395,0,672039,After,After,7
"Bibile, Monaragala",2023-07-12,2023-07-13,0.0001757203352536,0,672039,After,After,7
"Bibile, Monaragala",2023-07-13,2023-07-14,9.66009876480142e-05,0,672039,After,After,7
"Bibile, Monaragala",2023-07-14,2023-07-15,0.000135758621215,0,672039,After,After,7
"Bibile, Monaragala",2023-07-15,2023-07-16,0.0001104643857941,0,672039,After,After,7
"Bibile, Monaragala",2023-07-16,2023-07-17,0.0001189682080453,0,672039,After,After,7
"Bibile, Monaragala",2023-07-17,2023-07-18,0.0001208383808773,0,672039,After,After,7
"Bibile, Monaragala",2023-07-18,2023-07-19,0.0002733912306849,0,672039,After,After,7
"Bibile, Monaragala",2023-07-19,2023-07-20,0.0001187002606663,0,672039,After,After,7
"Bibile, Monaragala",2023-07-20,2023-07-21,0.000106830889115,0,672039,After,After,7
"Bibile, Monaragala",2023-07-21,2023-07-22,5.668722090635835e-05,0,672039,After,After,7
"Bibile, Monaragala",2023-07-22,2023-07-23,0.0001564204705716,0,672039,After,After,7
"Bibile, Monaragala",2023-07-23,2023-07-24,0.0002179046190634,0,672039,After,After,7
"Bibile, Monaragala",2023-07-24,2023-07-25,0.0001411388171478,0,672039,After,After,7
"Bibile, Monaragala",2023-07-25,2023-07-26,0.0001411388171478,0,672039,After,After,7
"Bibile, Monaragala",2023-07-26,2023-07-27,0.00025115422305,0,672039,After,After,7
"Bibile, Monaragala",2023-07-27,2023-07-28,0.0001281007107946,0,672039,After,After,7
"Bibile, Monaragala",2023-07-28,2023-07-29,0.0001021441512912,0,672039,After,After,7
"Bibile, Monaragala",2023-07-29,2023-07-30,0.000160103284933,0,672039,After,After,7
"Bibile, Monaragala",2023-07-30,2023-07-31,0.0003687376553945,0,672039,After,After,7
"Bibile, Monaragala",2023-07-31,2023-08-01,0.0003153998737732,0,672039,After,After,7
"Bibile, Monaragala",2023-08-01,2023-08-02,0.0001898763432625,0,672039,After,After,8
"Bibile, Monaragala",2023-08-02,2023-08-03,0.0002473665619546,0,672039,After,After,8
"Bibile, Monaragala",2023-08-03,2023-08-04,0.0002419714719441,0,672039,After,After,8
"Bibile, Monaragala",2023-08-04,2023-08-05,0.0001980778409538,0,672039,After,After,8
"Bibile, Monaragala",2023-08-05,2023-08-06,0.000339990918534,0,672039,After,After,8
"Bibile, Monaragala",2023-08-06,2023-08-07,8.58559710118409e-05,0,672039,After,After,8
"Bibile, Monaragala",2023-08-07,2023-08-08,0.0001988308266181,0,672039,After,After,8
"Bibile, Monaragala",2023-08-08,2023-08-09,0.0001747349879002,0,672039,After,After,8
"Bibile, Monaragala",2023-08-09,2023-08-10,7.091945495140999e-05,0,672039,After,After,8
"Bibile, Monaragala",2023-08-10,2023-08-11,0.0002060501310639,0,672039,After,After,8
"Bibile, Monaragala",2023-08-11,2023-08-12,0.0002071471052561,0,672039,After,After,8
"Bibile, Monaragala",2023-08-12,2023-08-13,0.0002142767733785,0,672039,After,After,8
"Bibile, Monaragala",2023-08-13,2023-08-14,7.606611022324817e-05,0,672039,After,After,8
"Bibile, Monaragala",2023-08-14,2023-08-15,0.0002149717127502,0,672039,After,After,8
"Bibile, Monaragala",2023-08-15,2023-08-16,-1.4876371791710104e-05,0,672039,After,After,8
"Bibile, Monaragala",2023-08-16,2023-08-17,0.0001734027991917,0,672039,After,After,8
"Bibile, Monaragala",2023-08-17,2023-08-18,0.0001488209093408,0,672039,After,After,8
"Bibile, Monaragala",2023-08-18,2023-08-19,0.0001986075882669,0,672039,After,After,8
"Bibile, Monaragala",2023-08-19,2023-08-20,0.0002184072913769,0,672039,After,After,8
"Bibile, Monaragala",2023-08-20,2023-08-21,0.0001889968215497,0,672039,After,After,8
"Bibile, Monaragala",2023-08-21,2023-08-22,0.0001839161318884,0,672039,After,After,8
"Bibile, Monaragala",2023-08-22,2023-08-23,0.0001567409617415,0,672039,After,After,8
"Bibile, Monaragala",2023-08-23,2023-08-24,0.000217634486129,0,672039,After,After,8
"Bibile, Monaragala",2023-08-24,2023-08-25,0.0002795520334689,0,672039,After,After,8
"Bibile, Monaragala",2023-08-25,2023-08-26,0.0001930577869529,0,672039,After,After,8
"Bibile, Monaragala",2023-08-26,2023-08-27,0.0001537767020066,0,672039,After,After,8
"Bibile, Monaragala",2023-08-27,2023-08-28,0.0001306376612999,0,672039,After,After,8
"Bibile, Monaragala",2023-08-28,2023-08-29,8.494988283375329e-05,0,672039,After,After,8
"Bibile, Monaragala",2023-08-29,2023-08-30,0.0003244779146984,0,672039,After,After,8
"Bibile, Monaragala",2023-08-30,2023-08-31,9.18672817281062e-05,0,672039,After,After,8
"Bibile, Monaragala",2023-08-31,2023-09-01,0.000185746345503,0,672039,After,After,8
"Bibile, Monaragala",2023-09-01,2023-09-02,0.0001888234651832,0,672039,After,After,9
"Bibile, Monaragala",2023-09-02,2023-09-03,0.0001879339994484,0,672039,After,After,9
"Bibile, Monaragala",2023-09-03,2023-09-04,0.0001848866702555,0,672039,After,After,9
"Bibile, Monaragala",2023-09-04,2023-09-05,0.0001844299867784,0,672039,After,After,9
"Bibile, Monaragala",2023-09-05,2023-09-06,0.0003273078949918,0,672039,After,After,9
"Bibile, Monaragala",2023-09-06,2023-09-07,0.000200362404901,0,672039,After,After,9
"Bibile, Monaragala",2023-09-07,2023-09-08,0.0001982033947475,0,672039,After,After,9
"Bibile, Monaragala",2023-09-08,2023-09-09,0.0001726898125396,0,672039,After,After,9
"Bibile, Monaragala",2023-09-09,2023-09-10,0.0001726898125396,0,672039,After,After,9
"Bibile, Monaragala",2023-09-10,2023-09-11,1.243351286251972e-05,0,672039,After,After,9
"Bibile, Monaragala",2023-09-11,2023-09-12,0.0002037615660194,0,672039,After,After,9
"Bibile, Monaragala",2023-09-12,2023-09-13,0.0001231097686521,0,672039,After,After,9
"Bibile, Monaragala",2023-09-13,2023-09-14,0.0001900021555427,0,672039,After,After,9
"Bibile, Monaragala",2023-09-14,2023-09-15,0.000184832718426,0,672039,After,After,9
"Bibile, Monaragala",2023-09-15,2023-09-16,0.0002054963949923,0,672039,After,After,9
"Bibile, Monaragala",2023-09-16,2023-09-17,0.0002054963949923,0,672039,After,After,9
"Bibile, Monaragala",2023-09-17,2023-09-18,0.0002054963949923,0,672039,After,After,9
"Bibile, Monaragala",2023-09-18,2023-09-19,0.0002054963949923,0,672039,After,After,9
"Bibile, Monaragala",2023-09-19,2023-09-20,1.4791116261098748e-05,0,672039,After,After,9
"Bibile, Monaragala",2023-09-20,2023-09-21,0.0001534102652039,0,672039,After,After,9
"Bibile, Monaragala",2023-09-21,2023-09-22,7.734945306734735e-05,0,672039,After,After,9
"Bibile, Monaragala",2023-09-22,2023-09-23,0.0001425444348986,0,672039,After,After,9
"Bibile, Monaragala",2023-09-23,2023-09-24,9.753439696811096e-05,0,672039,After,After,9
"Bibile, Monaragala",2023-09-24,2023-09-25,0.0003038097633447,0,672039,After,After,9
"Bibile, Monaragala",2023-09-25,2023-09-26,0.0002692169211824,0,672039,After,After,9
"Bibile, Monaragala",2023-09-26,2023-09-27,0.0002706316474103,0,672039,After,After,9
"Bibile, Monaragala",2023-09-27,2023-09-28,0.0002519967962625,0,672039,After,After,9
"Bibile, Monaragala",2023-09-28,2023-09-29,0.0001960897737077,0,672039,After,After,9
"Bibile, Monaragala",2023-09-29,2023-09-30,0.000197965949588,0,672039,After,After,9
"Bibile, Monaragala",2023-09-30,2023-10-01,0.0001153367365672,0,672039,After,After,9
"Bibile, Monaragala",2023-10-01,2023-10-02,0.0001896120285948,0,672039,After,After,10
"Bibile, Monaragala",2023-10-02,2023-10-03,0.0001865930578362,0,672039,After,After,10
"Bibile, Monaragala",2023-10-03,2023-10-04,0.0001865930578362,0,672039,After,After,10
"Bibile, Monaragala",2023-10-04,2023-10-05,1.206975123879408e-05,0,672039,After,After,10
"Bibile, Monaragala",2023-10-05,2023-10-06,0.0001862528872085,0,672039,After,After,10
"Bibile, Monaragala",2023-10-06,2023-10-07,0.0002586476341488,0,672039,After,After,10
"Bibile, Monaragala",2023-10-07,2023-10-08,0.000182604875065,0,672039,After,After,10
"Bibile, Monaragala",2023-10-08,2023-10-09,0.0002059917948682,0,672039,After,After,10
"Bibile, Monaragala",2023-10-09,2023-10-10,0.0001937645488087,0,672039,After,After,10
"Bibile, Monaragala",2023-10-10,2023-10-11,4.308240407666019e-05,0,672039,After,After,10
"Bibile, Monaragala",2023-10-11,2023-10-12,0.0001504786037076,0,672039,After,After,10
"Bibile, Monaragala",2023-10-12,2023-10-13,0.0002503510312128,0,672039,After,After,10
"Bibile, Monaragala",2023-10-13,2023-10-14,0.0001502434944148,0,672039,After,After,10
"Bibile, Monaragala",2023-10-14,2023-10-15,0.0001502434944148,0,672039,After,After,10
"Bibile, Monaragala",2023-10-15,2023-10-16,0.0001560612873894,0,672039,After,After,10
"Bibile, Monaragala",2023-10-16,2023-10-17,0.0001769724232555,0,672039,After,After,10
"Bibile, Monaragala",2023-10-17,2023-10-18,0.00017671187136,0,672039,After,After,10
"Bibile, Monaragala",2023-10-18,2023-10-19,0.0001572057129082,0,672039,After,After,10
"Bibile, Monaragala",2023-10-19,2023-10-20,0.0001813950398531,0,672039,After,After,10
"Bibile, Monaragala",2023-10-20,2023-10-21,0.0001813950398531,0,672039,After,After,10
"Bibile, Monaragala",2023-10-21,2023-10-22,0.0001659445209939,0,672039,After,After,10
"Bibile, Monaragala",2023-10-22,2023-10-23,1.40778373844309e-05,0,672039,After,After,10
"Bibile, Monaragala",2023-10-23,2023-10-24,0.0001322391134578,0,672039,After,After,10
"Bibile, Monaragala",2023-10-24,2023-10-25,0.0001322391134578,0,672039,After,After,10
"Bibile, Monaragala",2023-10-25,2023-10-26,0.0001545282908031,0,672039,After,After,10
"Bibile, Monaragala",2023-10-26,2023-10-27,9.38194903948326e-05,0,672039,After,After,10
"Bibile, Monaragala",2023-10-27,2023-10-28,1.847003044224921e-05,0,672039,After,After,10
"Bibile, Monaragala",2023-10-28,2023-10-29,9.601033056740254e-05,0,672039,After,After,10
"Bibile, Monaragala",2023-10-29,2023-10-30,4.669047167468003e-05,0,672039,After,After,10
"Bibile, Monaragala",2023-10-30,2023-10-31,8.779035408528212e-05,0,672039,After,After,10
"Bibile, Monaragala",2023-10-31,2023-11-01,6.995394025123853e-05,0,672039,After,After,10
"Bibile, Monaragala",2023-11-01,2023-11-02,0.0002382950304468,0,672039,After,After,11
"Bibile, Monaragala",2023-11-02,2023-11-03,8.227057206859854e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-03,2023-11-04,8.227057206859854e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-04,2023-11-05,8.227057206859854e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-05,2023-11-06,8.227057206859854e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-06,2023-11-07,0.0001803090419269,0,672039,After,After,11
"Bibile, Monaragala",2023-11-07,2023-11-08,0.0003361401746922,0,672039,After,After,11
"Bibile, Monaragala",2023-11-08,2023-11-09,7.565548225803321e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-09,2023-11-10,0.0001413399602622,0,672039,After,After,11
"Bibile, Monaragala",2023-11-10,2023-11-11,0.0001492600385734,0,672039,After,After,11
"Bibile, Monaragala",2023-11-11,2023-11-12,2.322058398537761e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-12,2023-11-13,0.0001500517974973,0,672039,After,After,11
"Bibile, Monaragala",2023-11-13,2023-11-14,9.354729307766238e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-14,2023-11-15,0.0001578612677311,0,672039,After,After,11
"Bibile, Monaragala",2023-11-15,2023-11-16,0.0001578612677311,0,672039,After,After,11
"Bibile, Monaragala",2023-11-16,2023-11-17,0.000141774515188,0,672039,After,After,11
"Bibile, Monaragala",2023-11-17,2023-11-18,0.0001786113998887,0,672039,After,After,11
"Bibile, Monaragala",2023-11-18,2023-11-19,0.000131222952937,0,672039,After,After,11
"Bibile, Monaragala",2023-11-19,2023-11-20,-3.849534571405151e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-20,2023-11-21,0.0001225264478814,0,672039,After,After,11
"Bibile, Monaragala",2023-11-21,2023-11-22,0.0001142717915892,0,672039,After,After,11
"Bibile, Monaragala",2023-11-22,2023-11-23,-8.336398007201524e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-23,2023-11-24,4.779450700204489e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-24,2023-11-25,5.036248730067402e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-25,2023-11-26,0.00012209716126,0,672039,After,After,11
"Bibile, Monaragala",2023-11-26,2023-11-27,0.0002212541655713,0,672039,After,After,11
"Bibile, Monaragala",2023-11-27,2023-11-28,8.408351924383005e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-28,2023-11-29,8.273155155328258e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-29,2023-11-30,8.273155155328258e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-11-30,2023-12-01,8.273155155328258e-05,0,672039,After,After,11
"Bibile, Monaragala",2023-12-01,2023-12-02,2.7859176600187035e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-02,2023-12-03,6.11955196549236e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-03,2023-12-04,4.9524280774577534e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-04,2023-12-05,6.712820607230334e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-05,2023-12-06,6.712820607230334e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-06,2023-12-07,7.848085142691749e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-07,2023-12-08,9.949717237208988e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-08,2023-12-09,0.0001102419446396,0,672039,After,After,12
"Bibile, Monaragala",2023-12-09,2023-12-10,0.0001586392531382,0,672039,After,After,12
"Bibile, Monaragala",2023-12-10,2023-12-11,0.0001398780211761,0,672039,After,After,12
"Bibile, Monaragala",2023-12-11,2023-12-12,0.0001398780211761,0,672039,After,After,12
"Bibile, Monaragala",2023-12-12,2023-12-13,5.310476703155076e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-13,2023-12-14,5.310476703155076e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-14,2023-12-15,0.0001877185978016,0,672039,After,After,12
"Bibile, Monaragala",2023-12-15,2023-12-16,7.233531428441494e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-16,2023-12-17,7.974800389845293e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-17,2023-12-18,7.974800389845293e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-18,2023-12-19,5.209352940709748e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-19,2023-12-20,7.579736468540214e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-20,2023-12-21,-4.29100179290505e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-21,2023-12-22,-8.097847426161228e-06,0,672039,After,After,12
"Bibile, Monaragala",2023-12-22,2023-12-23,5.013660450196072e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-23,2023-12-24,0.0001487318202067,0,672039,After,After,12
"Bibile, Monaragala",2023-12-24,2023-12-25,4.013477977779797e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-25,2023-12-26,3.140249896157062e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-26,2023-12-27,6.148976350362607e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-27,2023-12-28,6.148976350362607e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-28,2023-12-29,6.148976350362607e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-29,2023-12-30,3.6243996644031286e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-30,2023-12-31,3.6243996644031286e-05,0,672039,After,After,12
"Bibile, Monaragala",2023-12-31,2024-01-01,3.6243996644031286e-05,0,672039,After,After,12
Kurunegala Proper,2019-01-01,2019-01-02,8.829725542537962e-05,0,0,Before,Before,1
Kurunegala Proper,2019-01-02,2019-01-03,0.0001370787402778,0,0,Before,Before,1
Kurunegala Proper,2019-01-03,2019-01-04,0.0001480085027113,0,0,Before,Before,1
Kurunegala Proper,2019-01-04,2019-01-05,-2.046379059735541e-06,0,0,Before,Before,1
Kurunegala Proper,2019-01-05,2019-01-06,0.0002489134742856,0,0,Before,Before,1
Kurunegala Proper,2019-01-06,2019-01-07,0.0001015583300177,0,0,Before,Before,1
Kurunegala Proper,2019-01-07,2019-01-08,0.000191905666819,0,0,Before,Before,1
Kurunegala Proper,2019-01-08,2019-01-09,0.0001215500456138,0,0,Before,Before,1
Kurunegala Proper,2019-01-09,2019-01-10,9.741700467262771e-05,0,0,Before,Before,1
Kurunegala Proper,2019-01-10,2019-01-11,0.0001130342628012,0,0,Before,Before,1
Kurunegala Proper,2019-01-11,2019-01-12,7.047632943988818e-05,0,0,Before,Before,1
Kurunegala Proper,2019-01-12,2019-01-13,0.0001691712548577,0,0,Before,Before,1
Kurunegala Proper,2019-01-13,2019-01-14,0.0001237803739885,0,0,Before,Before,1
Kurunegala Proper,2019-01-14,2019-01-15,0.0001270061120397,0,0,Before,Before,1
Kurunegala Proper,2019-01-15,2019-01-16,8.792493954777681e-05,0,0,Before,Before,1
Kurunegala Proper,2019-01-16,2019-01-17,6.834336052834083e-05,0,0,Before,Before,1
Kurunegala Proper,2019-01-17,2019-01-18,0.0001380624797849,0,0,Before,Before,1
Kurunegala Proper,2019-01-18,2019-01-19,0.0001738223309452,0,0,Before,Before,1
Kurunegala Proper,2019-01-19,2019-01-20,0.0001235411800865,0,0,Before,Before,1
Kurunegala Proper,2019-01-20,2019-01-21,9.75617828184706e-05,0,0,Before,Before,1
Kurunegala Proper,2019-01-21,2019-01-22,0.0001959789194475,0,0,Before,Before,1
Kurunegala Proper,2019-01-22,2019-01-23,0.0002374446632005,0,0,Before,Before,1
Kurunegala Proper,2019-01-23,2019-01-24,0.0001623734482581,0,0,Before,Before,1
Kurunegala Proper,2019-01-24,2019-01-25,0.0001437699695833,0,0,Before,Before,1
Kurunegala Proper,2019-01-25,2019-01-26,0.0001278521652785,0,0,Before,Before,1
Kurunegala Proper,2019-01-26,2019-01-27,0.0001660436439104,0,0,Before,Before,1
Kurunegala Proper,2019-01-27,2019-01-28,0.0001499965666254,0,0,Before,Before,1
Kurunegala Proper,2019-01-28,2019-01-29,0.0001080499254242,0,0,Before,Before,1
Kurunegala Proper,2019-01-29,2019-01-30,0.0001158141900096,0,0,Before,Before,1
Kurunegala Proper,2019-01-30,2019-01-31,0.0001113523173507,0,0,Before,Before,1
Kurunegala Proper,2019-01-31,2019-02-01,2.449285979142846e-05,0,0,Before,Before,1
Kurunegala Proper,2019-02-01,2019-02-02,0.0001926267275908,0,0,Before,Before,2
Kurunegala Proper,2019-02-02,2019-02-03,4.824408500716178e-05,0,0,Before,Before,2
Kurunegala Proper,2019-02-03,2019-02-04,-3.666930620912048e-05,0,0,Before,Before,2
Kurunegala Proper,2019-02-04,2019-02-05,0.000127709355409,0,0,Before,Before,2
Kurunegala Proper,2019-02-05,2019-02-06,0.0001245580742409,0,0,Before,Before,2
Kurunegala Proper,2019-02-06,2019-02-07,0.0001913403998944,0,0,Before,Before,2
Kurunegala Proper,2019-02-07,2019-02-08,0.0002947662047032,0,0,Before,Before,2
Kurunegala Proper,2019-02-08,2019-02-09,0.0002970068599097,0,0,Before,Before,2
Kurunegala Proper,2019-02-09,2019-02-10,0.0001347024263472,0,0,Before,Before,2
Kurunegala Proper,2019-02-10,2019-02-11,7.523556172334847e-05,0,0,Before,Before,2
Kurunegala Proper,2019-02-11,2019-02-12,0.0001297080667525,0,0,Before,Before,2
Kurunegala Proper,2019-02-12,2019-02-13,6.270259499786078e-05,0,0,Before,Before,2
Kurunegala Proper,2019-02-13,2019-02-14,8.990000185560485e-05,0,0,Before,Before,2
Kurunegala Proper,2019-02-14,2019-02-15,7.931416535107657e-05,0,0,Before,Before,2
Kurunegala Proper,2019-02-15,2019-02-16,6.0740207710781725e-05,0,0,Before,Before,2
Kurunegala Proper,2019-02-16,2019-02-17,0.0001423015625442,0,0,Before,Before,2
Kurunegala Proper,2019-02-17,2019-02-18,0.0001501712095351,0,0,Before,Before,2
Kurunegala Proper,2019-02-18,2019-02-19,0.0002017258506288,0,0,Before,Before,2
Kurunegala Proper,2019-02-19,2019-02-20,0.0002586245505792,0,0,Before,Before,2
Kurunegala Proper,2019-02-20,2019-02-21,8.79509593267587e-05,0,0,Before,Before,2
Kurunegala Proper,2019-02-21,2019-02-22,0.0001464546481548,0,0,Before,Before,2
Kurunegala Proper,2019-02-22,2019-02-23,0.0001375125401253,0,0,Before,Before,2
Kurunegala Proper,2019-02-23,2019-02-24,0.0001289255297968,0,0,Before,Before,2
Kurunegala Proper,2019-02-24,2019-02-25,0.0002361983539606,0,0,Before,Before,2
Kurunegala Proper,2019-02-25,2019-02-26,8.145316466296842e-05,0,0,Before,Before,2
Kurunegala Proper,2019-02-26,2019-02-27,0.0001796735993672,0,0,Before,Before,2
Kurunegala Proper,2019-02-27,2019-02-28,0.0002322736580558,0,0,Before,Before,2
Kurunegala Proper,2019-02-28,2019-03-01,0.0001927151098355,0,0,Before,Before,2
Kurunegala Proper,2019-03-01,2019-03-02,0.0001927151098355,0,0,Before,Before,3
Kurunegala Proper,2019-03-02,2019-03-03,0.0002262031094414,0,0,Before,Before,3
Kurunegala Proper,2019-03-03,2019-03-04,0.0001259866889363,0,0,Before,Before,3
Kurunegala Proper,2019-03-04,2019-03-05,0.0001714544313468,0,0,Before,Before,3
Kurunegala Proper,2019-03-05,2019-03-06,0.0001342028527037,0,0,Before,Before,3
Kurunegala Proper,2019-03-06,2019-03-07,0.0001580027758568,0,0,Before,Before,3
Kurunegala Proper,2019-03-07,2019-03-08,0.0001892068657825,0,0,Before,Before,3
Kurunegala Proper,2019-03-08,2019-03-09,0.0001039425656943,0,0,Before,Before,3
Kurunegala Proper,2019-03-09,2019-03-10,0.0001602399711847,0,0,Before,Before,3
Kurunegala Proper,2019-03-10,2019-03-11,0.0001568034910526,0,0,Before,Before,3
Kurunegala Proper,2019-03-11,2019-03-12,0.0002545370341487,0,0,Before,Before,3
Kurunegala Proper,2019-03-12,2019-03-13,0.0001662309292288,0,0,Before,Before,3
Kurunegala Proper,2019-03-13,2019-03-14,0.0001699604854343,0,0,Before,Before,3
Kurunegala Proper,2019-03-14,2019-03-15,0.000265097141989,0,0,Before,Before,3
Kurunegala Proper,2019-03-15,2019-03-16,0.0002519274524677,0,0,Before,Before,3
Kurunegala Proper,2019-03-16,2019-03-17,0.0001508674249008,0,0,Before,Before,3
Kurunegala Proper,2019-03-17,2019-03-18,0.0001988515444004,0,0,Before,Before,3
Kurunegala Proper,2019-03-18,2019-03-19,0.0001031316549134,0,0,Before,Before,3
Kurunegala Proper,2019-03-19,2019-03-20,0.0002291439663551,0,0,Before,Before,3
Kurunegala Proper,2019-03-20,2019-03-21,0.0002245213685455,0,0,Before,Before,3
Kurunegala Proper,2019-03-21,2019-03-22,0.0002141834443489,0,0,Before,Before,3
Kurunegala Proper,2019-03-22,2019-03-23,0.0002345326298606,0,0,Before,Before,3
Kurunegala Proper,2019-03-23,2019-03-24,0.0002848332356072,0,0,Before,Before,3
Kurunegala Proper,2019-03-24,2019-03-25,0.0001985107134155,0,0,Before,Before,3
Kurunegala Proper,2019-03-25,2019-03-26,0.0001921681911026,0,0,Before,Before,3
Kurunegala Proper,2019-03-26,2019-03-27,0.0002917578396021,0,0,Before,Before,3
