Region,Current Date,Next Date,HCHO reading,new_covid_patients,total_covid_patients,lockdown_status,covid_range_status,Month
"Deniyaya, Matara",2022-12-04,2022-12-05,0.0001044564835691,8,671711,After,After,12
"Deniyaya, Matara",2022-12-05,2022-12-06,4.845764671216594e-05,3,671714,After,After,12
"Deniyaya, Matara",2022-12-06,2022-12-07,0.0001067616212543,5,671719,After,After,12
"Deniyaya, Matara",2022-12-07,2022-12-08,0.0001134869145123,3,671722,After,After,12
"Deniyaya, Matara",2022-12-08,2022-12-09,0.0001134869145123,20,671742,After,After,12
"Deniyaya, Matara",2022-12-09,2022-12-10,0.0001134869145123,3,671745,After,After,12
"Deniyaya, Matara",2022-12-10,2022-12-11,0.0001127076592688,7,671752,After,After,12
"Deniyaya, Matara",2022-12-11,2022-12-12,9.320620975570026e-05,4,671756,After,After,12
"Deniyaya, Matara",2022-12-12,2022-12-13,0.0001101573426998,5,671761,After,After,12
"Deniyaya, Matara",2022-12-13,2022-12-14,0.0001069880993197,9,671770,After,After,12
"Deniyaya, Matara",2022-12-14,2022-12-15,0.0001131155398907,6,671776,After,After,12
"Deniyaya, Matara",2022-12-15,2022-12-16,5.583327128363942e-06,17,671793,After,After,12
"Deniyaya, Matara",2022-12-16,2022-12-17,1.902109869992537e-05,4,671797,After,After,12
"Deniyaya, Matara",2022-12-17,2022-12-18,0.0001525903389394,11,671808,After,After,12
"Deniyaya, Matara",2022-12-18,2022-12-19,5.732741309031554e-05,5,671813,After,After,12
"Deniyaya, Matara",2022-12-19,2022-12-20,5.732741309031554e-05,4,671817,After,After,12
"Deniyaya, Matara",2022-12-20,2022-12-21,5.732741309031554e-05,4,671821,After,After,12
"Deniyaya, Matara",2022-12-21,2022-12-22,5.732741309031554e-05,10,671831,After,After,12
"Deniyaya, Matara",2022-12-22,2022-12-23,5.732741309031554e-05,7,671838,After,After,12
"Deniyaya, Matara",2022-12-23,2022-12-24,8.53175657688922e-05,5,671843,After,After,12
"Deniyaya, Matara",2022-12-24,2022-12-25,4.46534612716275e-05,8,671851,After,After,12
"Deniyaya, Matara",2022-12-25,2022-12-26,4.46534612716275e-05,4,671855,After,After,12
"Deniyaya, Matara",2022-12-26,2022-12-27,4.46534612716275e-05,4,671859,After,After,12
"Deniyaya, Matara",2022-12-27,2022-12-28,0.0001380181641814,0,671859,After,After,12
"Deniyaya, Matara",2022-12-28,2022-12-29,0.0001872226360459,16,671875,After,After,12
"Deniyaya, Matara",2022-12-29,2022-12-30,1.505185474815644e-06,4,671879,After,After,12
"Deniyaya, Matara",2022-12-30,2022-12-31,-3.5529062180789846e-05,5,671884,After,After,12
"Deniyaya, Matara",2022-12-31,2023-01-01,7.194632994670327e-05,7,671891,After,After,12
"Deniyaya, Matara",2023-01-01,2023-01-02,7.169464229737906e-05,2,671893,After,After,1
"Deniyaya, Matara",2023-01-02,2023-01-03,9.36433217436386e-05,5,671898,After,After,1
"Deniyaya, Matara",2023-01-03,2023-01-04,7.40771093134019e-05,5,671903,After,After,1
"Deniyaya, Matara",2023-01-04,2023-01-05,7.40771093134019e-05,0,671903,After,After,1
"Deniyaya, Matara",2023-01-05,2023-01-06,7.133452681287707e-05,13,671916,After,After,1
"Deniyaya, Matara",2023-01-06,2023-01-07,4.0442834866700766e-05,7,671923,After,After,1
"Deniyaya, Matara",2023-01-07,2023-01-08,0.0001004194043583,4,671927,After,After,1
"Deniyaya, Matara",2023-01-08,2023-01-09,0.0001085592349241,2,671929,After,After,1
"Deniyaya, Matara",2023-01-09,2023-01-10,0.0001036668900335,8,671937,After,After,1
"Deniyaya, Matara",2023-01-10,2023-01-11,0.0001036668900335,5,671942,After,After,1
"Deniyaya, Matara",2023-01-11,2023-01-12,-1.860919842740232e-06,6,671948,After,After,1
"Deniyaya, Matara",2023-01-12,2023-01-13,0.0001631737160943,6,671954,After,After,1
"Deniyaya, Matara",2023-01-13,2023-01-14,0.0002155935142532,5,671959,After,After,1
"Deniyaya, Matara",2023-01-14,2023-01-15,0.0001091590267339,4,671963,After,After,1
"Deniyaya, Matara",2023-01-15,2023-01-16,0.0001113264322761,1,671964,After,After,1
"Deniyaya, Matara",2023-01-16,2023-01-17,0.0001113264322761,2,671966,After,After,1
"Deniyaya, Matara",2023-01-17,2023-01-18,0.0001113264322761,2,671968,After,After,1
"Deniyaya, Matara",2023-01-18,2023-01-19,0.0001113264322761,2,671970,After,After,1
"Deniyaya, Matara",2023-01-19,2023-01-20,2.1386846930892285e-05,0,671970,After,After,1
"Deniyaya, Matara",2023-01-20,2023-01-21,-2.970450393897801e-05,6,671976,After,After,1
"Deniyaya, Matara",2023-01-21,2023-01-22,8.895271123278026e-05,0,671976,After,After,1
"Deniyaya, Matara",2023-01-22,2023-01-23,0.0001027840193898,0,671976,After,After,1
"Deniyaya, Matara",2023-01-23,2023-01-24,9.049508264607186e-05,5,671981,After,After,1
"Deniyaya, Matara",2023-01-24,2023-01-25,7.414623659413565e-05,3,671984,After,After,1
"Deniyaya, Matara",2023-01-25,2023-01-26,-4.121447989870412e-05,0,671984,After,After,1
"Deniyaya, Matara",2023-01-26,2023-01-27,8.399649617308312e-05,2,671986,After,After,1
"Deniyaya, Matara",2023-01-27,2023-01-28,6.025650969820284e-05,0,671986,After,After,1
"Deniyaya, Matara",2023-01-28,2023-01-29,0.0001496633888216,1,671987,After,After,1
"Deniyaya, Matara",2023-01-29,2023-01-30,9.544317238821683e-05,0,671987,After,After,1
"Deniyaya, Matara",2023-01-30,2023-01-31,7.469723136269417e-05,1,671988,After,After,1
"Deniyaya, Matara",2023-01-31,2023-02-01,7.469723136269417e-05,1,671989,After,After,1
"Deniyaya, Matara",2023-02-01,2023-02-02,7.469723136269417e-05,2,671991,After,After,2
"Deniyaya, Matara",2023-02-02,2023-02-03,7.469723136269417e-05,3,671994,After,After,2
"Deniyaya, Matara",2023-02-03,2023-02-04,8.320369260774244e-05,1,671995,After,After,2
"Deniyaya, Matara",2023-02-04,2023-02-05,7.320743967192274e-05,5,672000,After,After,2
"Deniyaya, Matara",2023-02-05,2023-02-06,5.286657187459742e-05,0,672000,After,After,2
"Deniyaya, Matara",2023-02-06,2023-02-07,5.286657187459742e-05,2,672002,After,After,2
"Deniyaya, Matara",2023-02-07,2023-02-08,1.5640040222149375e-05,1,672003,After,After,2
"Deniyaya, Matara",2023-02-08,2023-02-09,0.000215994187924,1,672004,After,After,2
"Deniyaya, Matara",2023-02-09,2023-02-10,0.0001825659959775,1,672005,After,After,2
"Deniyaya, Matara",2023-02-10,2023-02-11,7.842662272458312e-05,0,672005,After,After,2
"Deniyaya, Matara",2023-02-11,2023-02-12,8.476437559054876e-05,2,672007,After,After,2
"Deniyaya, Matara",2023-02-12,2023-02-13,3.431482652575244e-05,2,672009,After,After,2
"Deniyaya, Matara",2023-02-13,2023-02-14,1.2289563167959992e-05,3,672012,After,After,2
"Deniyaya, Matara",2023-02-14,2023-02-15,0.0002344875642797,3,672015,After,After,2
"Deniyaya, Matara",2023-02-15,2023-02-16,9.831807555812574e-05,1,672016,After,After,2
"Deniyaya, Matara",2023-02-16,2023-02-17,0.0001750885341174,1,672017,After,After,2
"Deniyaya, Matara",2023-02-17,2023-02-18,0.0001081774221779,1,672018,After,After,2
"Deniyaya, Matara",2023-02-18,2023-02-19,6.578241782784244e-05,0,672018,After,After,2
"Deniyaya, Matara",2023-02-19,2023-02-20,-6.916265567256713e-05,3,672021,After,After,2
"Deniyaya, Matara",2023-02-20,2023-02-21,9.73291880850776e-05,1,672022,After,After,2
"Deniyaya, Matara",2023-02-21,2023-02-22,9.751778965476368e-05,1,672023,After,After,2
"Deniyaya, Matara",2023-02-22,2023-02-23,6.184132146729261e-05,1,672024,After,After,2
"Deniyaya, Matara",2023-02-23,2023-02-24,-3.496996412401181e-05,1,672025,After,After,2
"Deniyaya, Matara",2023-02-24,2023-02-25,0.0002736071750677,1,672026,After,After,2
"Deniyaya, Matara",2023-02-25,2023-02-26,5.6782166452617856e-05,0,672026,After,After,2
"Deniyaya, Matara",2023-02-26,2023-02-27,2.223903120121664e-05,1,672027,After,After,2
"Deniyaya, Matara",2023-02-27,2023-02-28,4.302654489320091e-05,2,672029,After,After,2
"Deniyaya, Matara",2023-02-28,2023-03-01,1.771444557330602e-06,1,672030,After,After,2
"Deniyaya, Matara",2023-03-01,2023-03-02,8.232209506252846e-05,1,672031,After,After,3
"Deniyaya, Matara",2023-03-02,2023-03-03,8.648972349005216e-05,0,672031,After,After,3
"Deniyaya, Matara",2023-03-03,2023-03-04,7.785609252778896e-05,1,672032,After,After,3
"Deniyaya, Matara",2023-03-04,2023-03-05,0.0003064208130367,0,672032,After,After,3
"Deniyaya, Matara",2023-03-05,2023-03-06,0.0001250092235546,2,672034,After,After,3
"Deniyaya, Matara",2023-03-06,2023-03-07,0.000113142236545,0,672034,After,After,3
"Deniyaya, Matara",2023-03-07,2023-03-08,0.0001587675523449,2,672036,After,After,3
"Deniyaya, Matara",2023-03-08,2023-03-09,5.3497145352733686e-06,1,672037,After,After,3
"Deniyaya, Matara",2023-03-09,2023-03-10,0.0001198655891988,2,672039,After,After,3
"Deniyaya, Matara",2023-03-10,2023-03-11,9.016109218712917e-05,0,672039,After,After,3
"Deniyaya, Matara",2023-03-11,2023-03-12,8.485312706648721e-05,0,672039,After,After,3
"Deniyaya, Matara",2023-03-12,2023-03-13,8.972196602187521e-05,0,672039,After,After,3
"Deniyaya, Matara",2023-03-13,2023-03-14,0.0002490810634519,0,672039,After,After,3
"Deniyaya, Matara",2023-03-14,2023-03-15,0.0001061103918802,0,672039,After,After,3
"Deniyaya, Matara",2023-03-15,2023-03-16,0.0001061103918802,0,672039,After,After,3
"Deniyaya, Matara",2023-03-16,2023-03-17,0.0001061103918802,0,672039,After,After,3
"Deniyaya, Matara",2023-03-17,2023-03-18,-1.080891817305178e-05,0,672039,After,After,3
"Deniyaya, Matara",2023-03-18,2023-03-19,0.0001538653834762,0,672039,After,After,3
"Deniyaya, Matara",2023-03-19,2023-03-20,0.0001024452722211,0,672039,After,After,3
"Deniyaya, Matara",2023-03-20,2023-03-21,3.8173171573303865e-05,0,672039,After,After,3
"Deniyaya, Matara",2023-03-21,2023-03-22,0.0001071835219243,0,672039,After,After,3
"Deniyaya, Matara",2023-03-22,2023-03-23,0.0001125299366769,0,672039,After,After,3
"Deniyaya, Matara",2023-03-23,2023-03-24,0.0001781179576199,0,672039,After,After,3
"Deniyaya, Matara",2023-03-24,2023-03-25,0.0001272254794321,0,672039,After,After,3
"Deniyaya, Matara",2023-03-25,2023-03-26,7.698513066253081e-05,0,672039,After,After,3
"Deniyaya, Matara",2023-03-26,2023-03-27,5.9747310367104205e-05,0,672039,After,After,3
"Deniyaya, Matara",2023-03-27,2023-03-28,0.0001043859523983,0,672039,After,After,3
"Deniyaya, Matara",2023-03-28,2023-03-29,0.0001035965325077,0,672039,After,After,3
"Deniyaya, Matara",2023-03-29,2023-03-30,0.0001237537190187,0,672039,After,After,3
"Deniyaya, Matara",2023-03-30,2023-03-31,0.0001271438076534,0,672039,After,After,3
"Deniyaya, Matara",2023-03-31,2023-04-01,0.0001382159979369,0,672039,After,After,3
"Deniyaya, Matara",2023-04-01,2023-04-02,0.0001776886206053,0,672039,After,After,4
"Deniyaya, Matara",2023-04-02,2023-04-03,7.874862708092882e-05,0,672039,After,After,4
"Deniyaya, Matara",2023-04-03,2023-04-04,0.0001109676428073,0,672039,After,After,4
"Deniyaya, Matara",2023-04-04,2023-04-05,0.0001398494427149,0,672039,After,After,4
"Deniyaya, Matara",2023-04-05,2023-04-06,6.202933726447077e-05,0,672039,After,After,4
"Deniyaya, Matara",2023-04-06,2023-04-07,7.484012691389921e-05,0,672039,After,After,4
"Deniyaya, Matara",2023-04-07,2023-04-08,0.0001427698529624,0,672039,After,After,4
"Deniyaya, Matara",2023-04-08,2023-04-09,0.0001220536833048,0,672039,After,After,4
"Deniyaya, Matara",2023-04-09,2023-04-10,2.667663238722656e-05,0,672039,After,After,4
"Deniyaya, Matara",2023-04-10,2023-04-11,0.0001224901333347,0,672039,After,After,4
"Deniyaya, Matara",2023-04-11,2023-04-12,0.0001374172603294,0,672039,After,After,4
"Deniyaya, Matara",2023-04-12,2023-04-13,0.0001650285970605,0,672039,After,After,4
"Deniyaya, Matara",2023-04-13,2023-04-14,0.0001396015174761,0,672039,After,After,4
"Deniyaya, Matara",2023-04-14,2023-04-15,0.0001241979655405,0,672039,After,After,4
"Deniyaya, Matara",2023-04-15,2023-04-16,1.2938095333670409e-05,0,672039,After,After,4
"Deniyaya, Matara",2023-04-16,2023-04-17,0.0001222040024936,0,672039,After,After,4
"Deniyaya, Matara",2023-04-17,2023-04-18,0.0002964527594232,0,672039,After,After,4
"Deniyaya, Matara",2023-04-18,2023-04-19,0.0001487440903902,0,672039,After,After,4
"Deniyaya, Matara",2023-04-19,2023-04-20,0.0001811268645655,0,672039,After,After,4
"Deniyaya, Matara",2023-04-20,2023-04-21,0.0001251863568224,0,672039,After,After,4
"Deniyaya, Matara",2023-04-21,2023-04-22,0.0001252818660093,0,672039,After,After,4
"Deniyaya, Matara",2023-04-22,2023-04-23,6.634853392887615e-05,0,672039,After,After,4
"Deniyaya, Matara",2023-04-23,2023-04-24,0.0001215985327543,0,672039,After,After,4
"Deniyaya, Matara",2023-04-24,2023-04-25,0.0001202978145863,0,672039,After,After,4
"Deniyaya, Matara",2023-04-25,2023-04-26,0.0001483958485058,0,672039,After,After,4
"Deniyaya, Matara",2023-04-26,2023-04-27,0.00015106929177,0,672039,After,After,4
"Deniyaya, Matara",2023-04-27,2023-04-28,0.0001525047163951,0,672039,After,After,4
"Deniyaya, Matara",2023-04-28,2023-04-29,0.0001575318188508,0,672039,After,After,4
"Deniyaya, Matara",2023-04-29,2023-04-30,0.0001638927182305,0,672039,After,After,4
"Deniyaya, Matara",2023-04-30,2023-05-01,1.3755844067142111e-05,0,672039,After,After,4
"Deniyaya, Matara",2023-05-01,2023-05-02,0.0001539685637001,0,672039,After,After,5
"Deniyaya, Matara",2023-05-02,2023-05-03,0.000294218285664,0,672039,After,After,5
"Deniyaya, Matara",2023-05-03,2023-05-04,0.0001834360279655,0,672039,After,After,5
"Deniyaya, Matara",2023-05-04,2023-05-05,0.000178088596078,0,672039,After,After,5
"Deniyaya, Matara",2023-05-05,2023-05-06,0.0001791769293295,0,672039,After,After,5
"Deniyaya, Matara",2023-05-06,2023-05-07,0.0001827746940434,0,672039,After,After,5
"Deniyaya, Matara",2023-05-07,2023-05-08,0.0001886323668937,0,672039,After,After,5
"Deniyaya, Matara",2023-05-08,2023-05-09,7.827712073089403e-05,0,672039,After,After,5
"Deniyaya, Matara",2023-05-09,2023-05-10,0.0001951662694335,0,672039,After,After,5
"Deniyaya, Matara",2023-05-10,2023-05-11,0.0001839122149902,0,672039,After,After,5
"Deniyaya, Matara",2023-05-11,2023-05-12,0.0001883082305652,0,672039,After,After,5
"Deniyaya, Matara",2023-05-12,2023-05-13,0.0001893341399937,0,672039,After,After,5
"Deniyaya, Matara",2023-05-13,2023-05-14,0.0001009699022513,0,672039,After,After,5
"Deniyaya, Matara",2023-05-14,2023-05-15,0.0001782886102759,0,672039,After,After,5
"Deniyaya, Matara",2023-05-15,2023-05-16,0.00014478078923,0,672039,After,After,5
"Deniyaya, Matara",2023-05-16,2023-05-17,0.0001922564690827,0,672039,After,After,5
"Deniyaya, Matara",2023-05-17,2023-05-18,0.0002185844974499,0,672039,After,After,5
"Deniyaya, Matara",2023-05-18,2023-05-19,0.0001588842691705,0,672039,After,After,5
"Deniyaya, Matara",2023-05-19,2023-05-20,0.0001537667922007,0,672039,After,After,5
"Deniyaya, Matara",2023-05-20,2023-05-21,0.0002123592928169,0,672039,After,After,5
"Deniyaya, Matara",2023-05-21,2023-05-22,0.0001597522498428,0,672039,After,After,5
"Deniyaya, Matara",2023-05-22,2023-05-23,9.85495884475047e-05,0,672039,After,After,5
"Deniyaya, Matara",2023-05-23,2023-05-24,6.309908788815101e-05,0,672039,After,After,5
"Deniyaya, Matara",2023-05-24,2023-05-25,-8.598253808476787e-06,0,672039,After,After,5
"Deniyaya, Matara",2023-05-25,2023-05-26,0.0002296672127841,0,672039,After,After,5
"Deniyaya, Matara",2023-05-26,2023-05-27,-0.0001179925326757,0,672039,After,After,5
"Deniyaya, Matara",2023-05-27,2023-05-28,-5.730786804871004e-05,0,672039,After,After,5
"Deniyaya, Matara",2023-05-28,2023-05-29,7.871604080151962e-05,0,672039,After,After,5
"Deniyaya, Matara",2023-05-29,2023-05-30,9.944611543718448e-05,0,672039,After,After,5
"Deniyaya, Matara",2023-05-30,2023-05-31,0.0001274159015278,0,672039,After,After,5
"Deniyaya, Matara",2023-05-31,2023-06-01,9.880669639056384e-05,0,672039,After,After,5
"Deniyaya, Matara",2023-06-01,2023-06-02,0.0001143740025855,0,672039,After,After,6
"Deniyaya, Matara",2023-06-02,2023-06-03,0.0001034103184933,0,672039,After,After,6
"Deniyaya, Matara",2023-06-03,2023-06-04,0.0001034103184933,0,672039,After,After,6
"Deniyaya, Matara",2023-06-04,2023-06-05,0.0001034103184933,0,672039,After,After,6
"Deniyaya, Matara",2023-06-05,2023-06-06,2.195230073699613e-06,0,672039,After,After,6
"Deniyaya, Matara",2023-06-06,2023-06-07,0.0002024301481572,0,672039,After,After,6
"Deniyaya, Matara",2023-06-07,2023-06-08,0.0001008399864151,0,672039,After,After,6
"Deniyaya, Matara",2023-06-08,2023-06-09,9.474555423736346e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-09,2023-06-10,8.589991543646799e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-10,2023-06-11,0.0001063946303141,0,672039,After,After,6
"Deniyaya, Matara",2023-06-11,2023-06-12,-2.2358521792620195e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-12,2023-06-13,6.53850973317594e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-13,2023-06-14,6.53850973317594e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-14,2023-06-15,-1.4683952738099934e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-15,2023-06-16,5.685067181314431e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-16,2023-06-17,9.46276806900288e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-17,2023-06-18,5.10514546071068e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-18,2023-06-19,6.64190898146347e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-19,2023-06-20,7.879178560096916e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-20,2023-06-21,7.88002016897969e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-21,2023-06-22,7.88002016897969e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-22,2023-06-23,0.0001377765334739,0,672039,After,After,6
"Deniyaya, Matara",2023-06-23,2023-06-24,2.892870480613205e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-24,2023-06-25,6.389860455942337e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-25,2023-06-26,6.657878417152929e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-26,2023-06-27,6.657878417152929e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-27,2023-06-28,6.704852455813411e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-28,2023-06-29,0.0001106896824545,0,672039,After,After,6
"Deniyaya, Matara",2023-06-29,2023-06-30,6.359132070283313e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-06-30,2023-07-01,-7.534215509575606e-05,0,672039,After,After,6
"Deniyaya, Matara",2023-07-01,2023-07-02,4.9697973122974205e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-02,2023-07-03,4.9697973122974205e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-03,2023-07-04,0.0002021358529492,0,672039,After,After,7
"Deniyaya, Matara",2023-07-04,2023-07-05,6.834216396194025e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-05,2023-07-06,6.834216396194025e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-06,2023-07-07,6.834216396194025e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-07,2023-07-08,7.872042854944527e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-08,2023-07-09,0.0001370563527496,0,672039,After,After,7
"Deniyaya, Matara",2023-07-09,2023-07-10,3.616520432973071e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-10,2023-07-11,7.870636719831824e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-11,2023-07-12,5.50486241074281e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-12,2023-07-13,1.0087443895991318e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-13,2023-07-14,6.875689656498243e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-14,2023-07-15,7.01875224461055e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-15,2023-07-16,-2.673674711807168e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-16,2023-07-17,5.898257126865111e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-17,2023-07-18,-4.869497392328926e-06,0,672039,After,After,7
"Deniyaya, Matara",2023-07-18,2023-07-19,4.788902431572596e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-19,2023-07-20,-2.971257075747845e-06,0,672039,After,After,7
"Deniyaya, Matara",2023-07-20,2023-07-21,4.0866547261840186e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-21,2023-07-22,2.03969750011837e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-22,2023-07-23,-6.42010686206235e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-23,2023-07-24,6.6319814784385786e-06,0,672039,After,After,7
"Deniyaya, Matara",2023-07-24,2023-07-25,3.758973803195349e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-25,2023-07-26,3.758973803195349e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-26,2023-07-27,2.4932344576780684e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-27,2023-07-28,1.702629377800378e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-28,2023-07-29,-3.655631780132558e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-29,2023-07-30,1.9942317433382263e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-30,2023-07-31,-3.866315461827765e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-07-31,2023-08-01,-7.139582778127925e-05,0,672039,After,After,7
"Deniyaya, Matara",2023-08-01,2023-08-02,4.546878190333665e-06,0,672039,After,After,8
"Deniyaya, Matara",2023-08-02,2023-08-03,4.757678647449002e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-03,2023-08-04,3.049533876822192e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-04,2023-08-05,0.000182768375509,0,672039,After,After,8
"Deniyaya, Matara",2023-08-05,2023-08-06,0.0001117710800714,0,672039,After,After,8
"Deniyaya, Matara",2023-08-06,2023-08-07,7.284778142993559e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-07,2023-08-08,5.9279979540697286e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-08,2023-08-09,5.64746947678288e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-09,2023-08-10,6.266203353290402e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-10,2023-08-11,6.438684872249725e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-11,2023-08-12,-1.3483024428697988e-08,0,672039,After,After,8
"Deniyaya, Matara",2023-08-12,2023-08-13,0.0001767895106966,0,672039,After,After,8
"Deniyaya, Matara",2023-08-13,2023-08-14,4.134073694717008e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-14,2023-08-15,-4.22518030303873e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-15,2023-08-16,2.111098710570413e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-16,2023-08-17,-1.4511191694968417e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-17,2023-08-18,4.809858179990245e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-18,2023-08-19,8.757289509145106e-06,0,672039,After,After,8
"Deniyaya, Matara",2023-08-19,2023-08-20,-2.7226003325564182e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-20,2023-08-21,0.0001402804698621,0,672039,After,After,8
"Deniyaya, Matara",2023-08-21,2023-08-22,7.867157752275577e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-22,2023-08-23,9.272025797347728e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-23,2023-08-24,8.461176919038305e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-24,2023-08-25,0.00010967933379,0,672039,After,After,8
"Deniyaya, Matara",2023-08-25,2023-08-26,0.000112196572322,0,672039,After,After,8
"Deniyaya, Matara",2023-08-26,2023-08-27,6.547479087355236e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-27,2023-08-28,-3.89804995392192e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-28,2023-08-29,-4.738957201891463e-06,0,672039,After,After,8
"Deniyaya, Matara",2023-08-29,2023-08-30,4.9016128831747895e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-30,2023-08-31,4.850293629630042e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-08-31,2023-09-01,4.808337006095683e-05,0,672039,After,After,8
"Deniyaya, Matara",2023-09-01,2023-09-02,4.727344431251532e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-02,2023-09-03,4.626677346486932e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-03,2023-09-04,4.915928949545045e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-04,2023-09-05,4.065060808204048e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-05,2023-09-06,4.060131316310264e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-06,2023-09-07,4.697462979337111e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-07,2023-09-08,4.912993335067669e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-08,2023-09-09,5.491549017300806e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-09,2023-09-10,5.559718101031862e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-10,2023-09-11,6.080161339933789e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-11,2023-09-12,7.180506548995066e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-12,2023-09-13,6.20228648653579e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-13,2023-09-14,5.924807942245825e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-14,2023-09-15,5.255364371225444e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-15,2023-09-16,4.4539112342722285e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-16,2023-09-17,2.282570519362972e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-17,2023-09-18,-2.185972837055542e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-18,2023-09-19,-2.185972837055542e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-19,2023-09-20,7.966551476995192e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-20,2023-09-21,7.966551476995192e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-21,2023-09-22,6.14523745919886e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-22,2023-09-23,7.055894468097019e-05,0,672039,After,After,9
"Deniyaya, Matara",2023-09-23,2023-09-24,7.055894468097019e-05,0,672039,After,After,9
