,country,date,new,total,lockdown_status
537,Sri Lanka,2021-07-12,1568,276106,Lockdown
538,Sri Lanka,2021-07-13,1413,277519,Lockdown
539,Sri Lanka,2021-07-14,1540,279059,Lockdown
540,Sri Lanka,2021-07-15,1484,280543,Lockdown
541,Sri Lanka,2021-07-16,1517,282060,Lockdown
542,Sri Lanka,2021-07-17,1452,283512,Lockdown
543,Sri Lanka,2021-07-18,1420,284932,Lockdown
544,Sri Lanka,2021-07-19,1487,286419,Lockdown
545,Sri Lanka,2021-07-20,1554,287973,Lockdown
546,Sri Lanka,2021-07-21,1604,289577,Lockdown
547,Sri Lanka,2021-07-22,1721,291298,Lockdown
548,Sri Lanka,2021-07-23,1310,292608,Lockdown
549,Sri Lanka,2021-07-24,2242,294850,Lockdown
550,Sri Lanka,2021-07-25,1666,296516,Lockdown
551,Sri Lanka,2021-07-26,1665,298181,Lockdown
552,Sri Lanka,2021-07-27,1711,299892,Lockdown
553,Sri Lanka,2021-07-28,1940,301832,Lockdown
554,Sri Lanka,2021-07-29,2370,304202,Lockdown
555,Sri Lanka,2021-07-30,2460,306662,Lockdown
556,Sri Lanka,2021-07-31,2150,308812,Lockdown
557,Sri Lanka,2021-08-01,2537,311349,During No
558,Sri Lanka,2021-08-02,2420,313769,During No
559,Sri Lanka,2021-08-03,2450,316219,During No
560,Sri Lanka,2021-08-04,2556,318775,During No
561,Sri Lanka,2021-08-05,2654,321429,During No
562,Sri Lanka,2021-08-06,2794,324223,During No
563,Sri Lanka,2021-08-07,1820,326043,During No
564,Sri Lanka,2021-08-08,3951,329994,During No
565,Sri Lanka,2021-08-09,2953,332947,During No
566,Sri Lanka,2021-08-10,2904,335851,During No
567,Sri Lanka,2021-08-11,6228,342079,During No
568,Sri Lanka,2021-08-12,3039,345118,During No
569,Sri Lanka,2021-08-13,3152,348270,During No
570,Sri Lanka,2021-08-14,3263,351533,During No
571,Sri Lanka,2021-08-15,3435,354968,During No
572,Sri Lanka,2021-08-16,3640,358608,During No
573,Sri Lanka,2021-08-17,7075,365683,During No
574,Sri Lanka,2021-08-18,3676,369359,During No
575,Sri Lanka,2021-08-19,3806,373165,During No
576,Sri Lanka,2021-08-20,8647,381812,Lockdown
577,Sri Lanka,2021-08-21,3884,385696,Lockdown
578,Sri Lanka,2021-08-22,4304,390000,Lockdown
579,Sri Lanka,2021-08-23,4355,394355,Lockdown
580,Sri Lanka,2021-08-24,4446,398801,Lockdown
581,Sri Lanka,2021-08-25,8967,407768,Lockdown
582,Sri Lanka,2021-08-26,4602,412370,Lockdown
583,Sri Lanka,2021-08-27,4591,416961,Lockdown
584,Sri Lanka,2021-08-28,4596,421557,Lockdown
585,Sri Lanka,2021-08-29,4612,426169,Lockdown
586,Sri Lanka,2021-08-30,9912,436081,Lockdown
587,Sri Lanka,2021-08-31,4221,440302,Lockdown
588,Sri Lanka,2021-09-01,3828,444130,Lockdown
589,Sri Lanka,2021-09-02,3627,447757,Lockdown
590,Sri Lanka,2021-09-03,3644,451401,Lockdown
591,Sri Lanka,2021-09-04,0,451401,Lockdown
592,Sri Lanka,2021-09-05,11366,462767,Lockdown
593,Sri Lanka,2021-09-06,3182,465949,Lockdown
594,Sri Lanka,2021-09-07,5914,471863,Lockdown
595,Sri Lanka,2021-09-08,2917,474780,Lockdown
596,Sri Lanka,2021-09-09,2856,477636,Lockdown
597,Sri Lanka,2021-09-10,2842,480478,Lockdown
598,Sri Lanka,2021-09-11,2802,483280,Lockdown
599,Sri Lanka,2021-09-12,2642,485922,Lockdown
600,Sri Lanka,2021-09-13,2560,488482,Lockdown
601,Sri Lanka,2021-09-14,2475,490957,Lockdown
602,Sri Lanka,2021-09-15,5466,496423,Lockdown
603,Sri Lanka,2021-09-16,2271,498694,Lockdown
604,Sri Lanka,2021-09-17,2078,500772,Lockdown
605,Sri Lanka,2021-09-18,1986,502758,Lockdown
606,Sri Lanka,2021-09-19,1733,504491,Lockdown
607,Sri Lanka,2021-09-20,1518,506009,Lockdown
608,Sri Lanka,2021-09-21,1321,507330,Lockdown
609,Sri Lanka,2021-09-22,1342,508672,Lockdown
610,Sri Lanka,2021-09-23,1368,510040,Lockdown
611,Sri Lanka,2021-09-24,1332,511372,Lockdown
612,Sri Lanka,2021-09-25,1159,512531,Lockdown
613,Sri Lanka,2021-09-26,1078,513609,Lockdown
614,Sri Lanka,2021-09-27,983,514592,Lockdown
615,Sri Lanka,2021-09-28,932,515524,Lockdown
616,Sri Lanka,2021-09-29,941,516465,Lockdown
617,Sri Lanka,2021-09-30,912,517377,Lockdown
618,Sri Lanka,2021-10-01,1398,518775,Lockdown
619,Sri Lanka,2021-10-02,855,519630,After
620,Sri Lanka,2021-10-03,802,520432,After
621,Sri Lanka,2021-10-04,786,521218,After
622,Sri Lanka,2021-10-05,784,522002,After
623,Sri Lanka,2021-10-06,776,522778,After
624,Sri Lanka,2021-10-07,772,523550,After
625,Sri Lanka,2021-10-08,1387,524937,After
626,Sri Lanka,2021-10-09,726,525663,After
627,Sri Lanka,2021-10-10,720,526383,After
628,Sri Lanka,2021-10-11,681,527064,After
629,Sri Lanka,2021-10-12,671,527735,After
630,Sri Lanka,2021-10-13,680,528415,After
631,Sri Lanka,2021-10-14,1340,529755,After
632,Sri Lanka,2021-10-15,666,530421,After
633,Sri Lanka,2021-10-16,649,531070,After
634,Sri Lanka,2021-10-17,578,531648,After
635,Sri Lanka,2021-10-18,570,532218,After
636,Sri Lanka,2021-10-19,548,532766,After
637,Sri Lanka,2021-10-20,539,533305,After
638,Sri Lanka,2021-10-21,555,533860,After
639,Sri Lanka,2021-10-22,1115,534975,After
640,Sri Lanka,2021-10-23,554,535529,After
641,Sri Lanka,2021-10-24,555,536084,After
642,Sri Lanka,2021-10-25,561,536645,After
643,Sri Lanka,2021-10-26,556,537201,After
644,Sri Lanka,2021-10-27,1119,538320,After
645,Sri Lanka,2021-10-28,540,538860,After
646,Sri Lanka,2021-10-29,556,539416,After
647,Sri Lanka,2021-10-30,565,539981,After
648,Sri Lanka,2021-10-31,1092,541073,After
649,Sri Lanka,2021-11-01,566,541639,After
650,Sri Lanka,2021-11-02,573,542212,After
651,Sri Lanka,2021-11-03,581,542793,After
652,Sri Lanka,2021-11-04,592,543385,After
653,Sri Lanka,2021-11-05,628,544013,After
654,Sri Lanka,2021-11-06,617,544630,After
655,Sri Lanka,2021-11-07,626,545256,After
656,Sri Lanka,2021-11-08,679,545935,After
657,Sri Lanka,2021-11-09,718,546653,After
658,Sri Lanka,2021-11-10,693,547346,After
659,Sri Lanka,2021-11-11,715,548061,After
660,Sri Lanka,2021-11-12,723,548784,After
661,Sri Lanka,2021-11-13,716,549500,After
662,Sri Lanka,2021-11-14,1843,551343,After
663,Sri Lanka,2021-11-15,931,552274,After
664,Sri Lanka,2021-11-16,720,552994,After
665,Sri Lanka,2021-11-17,728,553722,After
666,Sri Lanka,2021-11-18,737,554459,After
667,Sri Lanka,2021-11-19,745,555204,After
668,Sri Lanka,2021-11-20,725,555929,After
669,Sri Lanka,2021-11-21,697,556626,After
670,Sri Lanka,2021-11-22,735,557361,After
671,Sri Lanka,2021-11-23,1499,558860,After
672,Sri Lanka,2021-11-24,745,559605,After
673,Sri Lanka,2021-11-25,740,560345,After
674,Sri Lanka,2021-11-26,714,561059,After
675,Sri Lanka,2021-11-27,719,561778,After
676,Sri Lanka,2021-11-28,742,562520,After
677,Sri Lanka,2021-11-29,747,563267,After
678,Sri Lanka,2021-11-30,722,563989,After
679,Sri Lanka,2021-12-01,744,564733,After
680,Sri Lanka,2021-12-02,738,565471,After
681,Sri Lanka,2021-12-03,725,566196,After
682,Sri Lanka,2021-12-04,740,566936,After
683,Sri Lanka,2021-12-05,746,567682,After
684,Sri Lanka,2021-12-06,741,568423,After
685,Sri Lanka,2021-12-07,748,569171,After
686,Sri Lanka,2021-12-08,757,569928,After
687,Sri Lanka,2021-12-09,744,570672,After
688,Sri Lanka,2021-12-10,754,571426,After
689,Sri Lanka,2021-12-11,762,572188,After
690,Sri Lanka,2021-12-12,714,572902,After
691,Sri Lanka,2021-12-13,747,573649,After
692,Sri Lanka,2021-12-14,2545,576194,After
693,Sri Lanka,2021-12-15,772,576966,After
694,Sri Lanka,2021-12-16,758,577724,After
695,Sri Lanka,2021-12-17,715,578439,After
696,Sri Lanka,2021-12-18,695,579134,After
697,Sri Lanka,2021-12-19,551,579685,After
698,Sri Lanka,2021-12-20,524,580209,After
699,Sri Lanka,2021-12-21,713,580922,After
700,Sri Lanka,2021-12-22,673,581595,After
701,Sri Lanka,2021-12-23,554,582149,After
702,Sri Lanka,2021-12-24,573,582722,After
703,Sri Lanka,2021-12-25,529,583251,After
704,Sri Lanka,2021-12-26,398,583649,After
705,Sri Lanka,2021-12-27,458,584107,After
706,Sri Lanka,2021-12-28,479,584586,After
707,Sri Lanka,2021-12-29,1597,586183,After
708,Sri Lanka,2021-12-30,563,586746,After
709,Sri Lanka,2021-12-31,499,587245,After
710,Sri Lanka,2022-01-01,351,587596,After
711,Sri Lanka,2022-01-02,339,587935,After
712,Sri Lanka,2022-01-03,365,588300,After
713,Sri Lanka,2022-01-04,629,588929,After
714,Sri Lanka,2022-01-05,550,589479,After
715,Sri Lanka,2022-01-06,584,590063,After
716,Sri Lanka,2022-01-07,588,590651,After
717,Sri Lanka,2022-01-08,580,591231,After
718,Sri Lanka,2022-01-09,436,591667,After
719,Sri Lanka,2022-01-10,461,592128,After
720,Sri Lanka,2022-01-11,944,593072,After
721,Sri Lanka,2022-01-12,653,593725,After
722,Sri Lanka,2022-01-13,594,594319,After
723,Sri Lanka,2022-01-14,677,594996,After
724,Sri Lanka,2022-01-15,661,595657,After
725,Sri Lanka,2022-01-16,690,596347,After
726,Sri Lanka,2022-01-17,688,597035,After
727,Sri Lanka,2022-01-18,672,597707,After
728,Sri Lanka,2022-01-19,829,598536,After
729,Sri Lanka,2022-01-20,827,599363,After
730,Sri Lanka,2022-01-21,840,600203,After
731,Sri Lanka,2022-01-22,845,601048,After
732,Sri Lanka,2022-01-23,838,601886,After
733,Sri Lanka,2022-01-24,877,602763,After
734,Sri Lanka,2022-01-25,891,603654,After
735,Sri Lanka,2022-01-26,927,604581,After
736,Sri Lanka,2022-01-27,2523,607104,After
737,Sri Lanka,2022-01-28,961,608065,After
738,Sri Lanka,2022-01-29,982,609047,After
739,Sri Lanka,2022-01-30,1056,610103,After
740,Sri Lanka,2022-01-31,1082,611185,After
741,Sri Lanka,2022-02-01,1137,612322,After
742,Sri Lanka,2022-02-02,1156,613478,After
743,Sri Lanka,2022-02-03,1181,614659,After
744,Sri Lanka,2022-02-04,1243,615902,After
745,Sri Lanka,2022-02-05,1287,617189,After
746,Sri Lanka,2022-02-06,1331,618520,After
747,Sri Lanka,2022-02-07,2212,620732,After
748,Sri Lanka,2022-02-08,1253,621985,After
749,Sri Lanka,2022-02-09,1263,623248,After
750,Sri Lanka,2022-02-10,1297,624545,After
751,Sri Lanka,2022-02-11,1259,625804,After
752,Sri Lanka,2022-02-12,1162,626966,After
753,Sri Lanka,2022-02-13,1150,628116,After
754,Sri Lanka,2022-02-14,1231,629347,After
755,Sri Lanka,2022-02-15,1252,630599,After
756,Sri Lanka,2022-02-16,1217,631816,After
757,Sri Lanka,2022-02-17,1235,633051,After
758,Sri Lanka,2022-02-18,1282,634333,After
759,Sri Lanka,2022-02-19,1273,635606,After
760,Sri Lanka,2022-02-20,1231,636837,After
761,Sri Lanka,2022-02-21,1206,638043,After
762,Sri Lanka,2022-02-22,1254,639297,After
763,Sri Lanka,2022-02-23,1281,640578,After
764,Sri Lanka,2022-02-24,1208,641786,After
765,Sri Lanka,2022-02-25,1286,643072,After
766,Sri Lanka,2022-02-26,988,644060,After
767,Sri Lanka,2022-02-27,977,645037,After
768,Sri Lanka,2022-02-28,997,646034,After
769,Sri Lanka,2022-03-01,914,646948,After
770,Sri Lanka,2022-03-02,751,647699,After
771,Sri Lanka,2022-03-03,711,648410,After
772,Sri Lanka,2022-03-04,583,648993,After
773,Sri Lanka,2022-03-05,639,649632,After
774,Sri Lanka,2022-03-06,508,650140,After
775,Sri Lanka,2022-03-07,662,650802,After
776,Sri Lanka,2022-03-08,2227,653029,After
777,Sri Lanka,2022-03-09,1307,654336,After
778,Sri Lanka,2022-03-10,580,654916,After
779,Sri Lanka,2022-03-11,467,655383,After
780,Sri Lanka,2022-03-12,347,655730,After
781,Sri Lanka,2022-03-13,311,656041,After
782,Sri Lanka,2022-03-14,345,656386,After
783,Sri Lanka,2022-03-15,428,656814,After
784,Sri Lanka,2022-03-16,320,657134,After
785,Sri Lanka,2022-03-17,301,657435,After
786,Sri Lanka,2022-03-18,288,657723,After
787,Sri Lanka,2022-03-19,238,657961,After
788,Sri Lanka,2022-03-20,236,658197,After
789,Sri Lanka,2022-03-21,296,658493,After
790,Sri Lanka,2022-03-22,1366,659859,After
791,Sri Lanka,2022-03-23,292,660151,After
792,Sri Lanka,2022-03-24,248,660399,After
793,Sri Lanka,2022-03-25,234,660633,After
794,Sri Lanka,2022-03-26,164,660797,After
795,Sri Lanka,2022-03-27,93,660890,After
796,Sri Lanka,2022-03-28,163,661053,After
797,Sri Lanka,2022-03-29,232,661285,After
798,Sri Lanka,2022-03-30,168,661453,After
799,Sri Lanka,2022-03-31,178,661631,After
800,Sri Lanka,2022-04-01,150,661781,After
801,Sri Lanka,2022-04-02,104,661885,After
802,Sri Lanka,2022-04-03,106,661991,After
803,Sri Lanka,2022-04-04,112,662103,After
804,Sri Lanka,2022-04-05,113,662216,After
805,Sri Lanka,2022-04-06,126,662342,After
806,Sri Lanka,2022-04-07,83,662425,After
807,Sri Lanka,2022-04-08,80,662505,After
808,Sri Lanka,2022-04-09,54,662559,After
809,Sri Lanka,2022-04-10,33,662592,After
810,Sri Lanka,2022-04-11,65,662657,After
811,Sri Lanka,2022-04-12,60,662717,After
812,Sri Lanka,2022-04-13,31,662748,After
813,Sri Lanka,2022-04-14,27,662775,After
814,Sri Lanka,2022-04-15,19,662794,After
815,Sri Lanka,2022-04-16,33,662827,After
816,Sri Lanka,2022-04-17,0,662827,After
817,Sri Lanka,2022-04-18,85,662912,After
818,Sri Lanka,2022-04-19,33,662945,After
819,Sri Lanka,2022-04-20,61,663006,After
820,Sri Lanka,2022-04-21,35,663041,After
821,Sri Lanka,2022-04-22,50,663091,After
822,Sri Lanka,2022-04-23,40,663131,After
823,Sri Lanka,2022-04-24,0,663131,After
824,Sri Lanka,2022-04-25,64,663195,After
825,Sri Lanka,2022-04-26,44,663239,After
826,Sri Lanka,2022-04-27,0,663239,After
827,Sri Lanka,2022-04-28,62,663301,After
828,Sri Lanka,2022-04-29,28,663329,After
829,Sri Lanka,2022-04-30,33,663362,After
830,Sri Lanka,2022-05-01,11,663373,After
831,Sri Lanka,2022-05-02,35,663408,After
832,Sri Lanka,2022-05-03,18,663426,After
833,Sri Lanka,2022-05-04,43,663469,After
834,Sri Lanka,2022-05-05,34,663503,After
835,Sri Lanka,2022-05-06,17,663520,After
836,Sri Lanka,2022-05-07,13,663533,After
837,Sri Lanka,2022-05-08,28,663561,After
838,Sri Lanka,2022-05-09,0,663561,After
839,Sri Lanka,2022-05-10,36,663597,After
840,Sri Lanka,2022-05-11,17,663614,After
841,Sri Lanka,2022-05-12,18,663632,After
842,Sri Lanka,2022-05-13,23,663655,After
843,Sri Lanka,2022-05-14,8,663663,After
844,Sri Lanka,2022-05-15,8,663671,After
845,Sri Lanka,2022-05-16,7,663678,After
846,Sri Lanka,2022-05-17,11,663689,After
847,Sri Lanka,2022-05-18,31,663720,After
848,Sri Lanka,2022-05-19,15,663735,After
849,Sri Lanka,2022-05-20,6,663741,After
850,Sri Lanka,2022-05-21,8,663749,After
851,Sri Lanka,2022-05-22,9,663758,After
852,Sri Lanka,2022-05-23,7,663765,After
853,Sri Lanka,2022-05-24,14,663779,After
854,Sri Lanka,2022-05-25,7,663786,After
855,Sri Lanka,2022-05-26,14,663800,After
856,Sri Lanka,2022-05-27,4,663804,After
857,Sri Lanka,2022-05-28,8,663812,After
858,Sri Lanka,2022-05-29,4,663816,After
859,Sri Lanka,2022-05-30,7,663823,After
860,Sri Lanka,2022-05-31,11,663834,After
861,Sri Lanka,2022-06-01,4,663838,After
862,Sri Lanka,2022-06-02,7,663845,After
863,Sri Lanka,2022-06-03,8,663853,After
864,Sri Lanka,2022-06-04,9,663862,After
865,Sri Lanka,2022-06-05,7,663869,After
866,Sri Lanka,2022-06-06,15,663884,After
867,Sri Lanka,2022-06-07,11,663895,After
868,Sri Lanka,2022-06-08,6,663901,After
869,Sri Lanka,2022-06-09,16,663917,After
870,Sri Lanka,2022-06-10,5,663922,After
871,Sri Lanka,2022-06-11,15,663937,After
872,Sri Lanka,2022-06-12,13,663950,After
873,Sri Lanka,2022-06-13,10,663960,After
874,Sri Lanka,2022-06-14,5,663965,After
875,Sri Lanka,2022-06-15,0,663965,After
876,Sri Lanka,2022-06-16,10,663975,After
877,Sri Lanka,2022-06-17,9,663984,After
878,Sri Lanka,2022-06-18,0,663984,After
879,Sri Lanka,2022-06-19,5,663989,After
880,Sri Lanka,2022-06-20,21,664010,After
881,Sri Lanka,2022-06-21,8,664018,After
882,Sri Lanka,2022-06-22,18,664036,After
883,Sri Lanka,2022-06-23,11,664047,After
884,Sri Lanka,2022-06-24,5,664052,After
885,Sri Lanka,2022-06-25,13,664065,After
886,Sri Lanka,2022-06-26,15,664080,After
887,Sri Lanka,2022-06-27,10,664090,After
888,Sri Lanka,2022-06-28,8,664098,After
889,Sri Lanka,2022-06-29,12,664110,After
890,Sri Lanka,2022-06-30,13,664123,After
891,Sri Lanka,2022-07-01,15,664138,After
892,Sri Lanka,2022-07-02,12,664150,After
893,Sri Lanka,2022-07-03,17,664167,After
894,Sri Lanka,2022-07-04,14,664181,After
895,Sri Lanka,2022-07-05,13,664194,After
896,Sri Lanka,2022-07-06,3,664197,After
897,Sri Lanka,2022-07-07,20,664217,After
898,Sri Lanka,2022-07-08,18,664235,After
899,Sri Lanka,2022-07-09,21,664256,After
900,Sri Lanka,2022-07-10,17,664273,After
901,Sri Lanka,2022-07-11,19,664292,After
902,Sri Lanka,2022-07-12,23,664315,After
903,Sri Lanka,2022-07-13,30,664345,After
904,Sri Lanka,2022-07-14,19,664364,After
905,Sri Lanka,2022-07-15,25,664389,After
906,Sri Lanka,2022-07-16,25,664414,After
907,Sri Lanka,2022-07-17,34,664448,After
908,Sri Lanka,2022-07-18,62,664510,After
909,Sri Lanka,2022-07-19,62,664572,After
910,Sri Lanka,2022-07-20,75,664647,After
911,Sri Lanka,2022-07-21,57,664704,After
912,Sri Lanka,2022-07-22,68,664772,After
913,Sri Lanka,2022-07-23,72,664844,After
914,Sri Lanka,2022-07-24,56,664900,After
915,Sri Lanka,2022-07-25,75,664975,After
916,Sri Lanka,2022-07-26,119,665094,After
917,Sri Lanka,2022-07-27,0,665094,After
918,Sri Lanka,2022-07-28,285,665379,After
919,Sri Lanka,2022-07-29,164,665543,After
920,Sri Lanka,2022-07-30,83,665626,After
921,Sri Lanka,2022-07-31,113,665739,After
922,Sri Lanka,2022-08-01,108,665847,After
923,Sri Lanka,2022-08-02,117,665964,After
924,Sri Lanka,2022-08-03,122,666086,After
925,Sri Lanka,2022-08-04,146,666232,After
926,Sri Lanka,2022-08-05,181,666413,After
927,Sri Lanka,2022-08-06,167,666580,After
928,Sri Lanka,2022-08-07,184,666764,After
929,Sri Lanka,2022-08-08,180,666944,After
930,Sri Lanka,2022-08-09,214,667158,After
931,Sri Lanka,2022-08-10,227,667385,After
932,Sri Lanka,2022-08-11,188,667573,After
933,Sri Lanka,2022-08-12,162,667735,After
934,Sri Lanka,2022-08-13,181,667916,After
935,Sri Lanka,2022-08-14,96,668012,After
936,Sri Lanka,2022-08-15,129,668141,After
937,Sri Lanka,2022-08-16,195,668336,After
938,Sri Lanka,2022-08-17,161,668497,After
939,Sri Lanka,2022-08-18,166,668663,After
940,Sri Lanka,2022-08-19,164,668827,After
941,Sri Lanka,2022-08-20,0,668827,After
942,Sri Lanka,2022-08-21,206,669033,After
943,Sri Lanka,2022-08-22,103,669136,After
944,Sri Lanka,2022-08-23,226,669362,After
945,Sri Lanka,2022-08-24,105,669467,After
946,Sri Lanka,2022-08-25,114,669581,After
947,Sri Lanka,2022-08-26,58,669639,After
948,Sri Lanka,2022-08-27,54,669693,After
949,Sri Lanka,2022-08-28,56,669749,After
950,Sri Lanka,2022-08-29,70,669819,After
951,Sri Lanka,2022-08-30,74,669893,After
952,Sri Lanka,2022-08-31,64,669957,After
953,Sri Lanka,2022-09-01,61,670018,After
954,Sri Lanka,2022-09-02,59,670077,After
955,Sri Lanka,2022-09-03,50,670127,After
956,Sri Lanka,2022-09-04,49,670176,After
957,Sri Lanka,2022-09-05,42,670218,After
958,Sri Lanka,2022-09-06,33,670251,After
959,Sri Lanka,2022-09-07,46,670297,After
960,Sri Lanka,2022-09-08,44,670341,After
961,Sri Lanka,2022-09-09,35,670376,After
962,Sri Lanka,2022-09-10,32,670408,After
963,Sri Lanka,2022-09-11,36,670444,After
964,Sri Lanka,2022-09-12,27,670471,After
965,Sri Lanka,2022-09-13,30,670501,After
966,Sri Lanka,2022-09-14,18,670519,After
967,Sri Lanka,2022-09-15,0,670519,After
968,Sri Lanka,2022-09-16,51,670570,After
969,Sri Lanka,2022-09-17,13,670583,After
970,Sri Lanka,2022-09-18,13,670596,After
971,Sri Lanka,2022-09-19,21,670617,After
972,Sri Lanka,2022-09-20,24,670641,After
973,Sri Lanka,2022-09-21,14,670655,After
974,Sri Lanka,2022-09-22,13,670668,After
975,Sri Lanka,2022-09-23,17,670685,After
976,Sri Lanka,2022-09-24,9,670694,After
977,Sri Lanka,2022-09-25,0,670694,After
978,Sri Lanka,2022-09-26,24,670718,After
979,Sri Lanka,2022-09-27,14,670732,After
980,Sri Lanka,2022-09-28,17,670749,After
981,Sri Lanka,2022-09-29,14,670763,After
982,Sri Lanka,2022-09-30,10,670773,After
983,Sri Lanka,2022-10-01,7,670780,After
984,Sri Lanka,2022-10-02,10,670790,After
985,Sri Lanka,2022-10-03,15,670805,After
986,Sri Lanka,2022-10-04,8,670813,After
987,Sri Lanka,2022-10-05,7,670820,After
988,Sri Lanka,2022-10-06,18,670838,After
989,Sri Lanka,2022-10-07,6,670844,After
990,Sri Lanka,2022-10-08,13,670857,After
991,Sri Lanka,2022-10-09,12,670869,After
992,Sri Lanka,2022-10-10,4,670873,After
993,Sri Lanka,2022-10-11,11,670884,After
994,Sri Lanka,2022-10-12,12,670896,After
995,Sri Lanka,2022-10-13,3,670899,After
996,Sri Lanka,2022-10-14,0,670899,After
997,Sri Lanka,2022-10-15,19,670918,After
998,Sri Lanka,2022-10-16,3,670921,After
999,Sri Lanka,2022-10-17,8,670929,After
1000,Sri Lanka,2022-10-18,13,670942,After
1001,Sri Lanka,2022-10-19,10,670952,After
1002,Sri Lanka,2022-10-20,14,670966,After
1003,Sri Lanka,2022-10-21,11,670977,After
1004,Sri Lanka,2022-10-22,12,670989,After
1005,Sri Lanka,2022-10-23,5,670994,After
1006,Sri Lanka,2022-10-24,9,671003,After
1007,Sri Lanka,2022-10-25,12,671015,After
1008,Sri Lanka,2022-10-26,15,671030,After
1009,Sri Lanka,2022-10-27,7,671037,After
1010,Sri Lanka,2022-10-28,14,671051,After
1011,Sri Lanka,2022-10-29,0,671051,After
1012,Sri Lanka,2022-10-30,19,671070,After
1013,Sri Lanka,2022-10-31,17,671087,After
1014,Sri Lanka,2022-11-01,23,671110,After
1015,Sri Lanka,2022-11-02,15,671125,After
1016,Sri Lanka,2022-11-03,177,671302,After
1017,Sri Lanka,2022-11-04,8,671310,After
1018,Sri Lanka,2022-11-05,10,671320,After
1019,Sri Lanka,2022-11-06,8,671328,After
1020,Sri Lanka,2022-11-07,6,671334,After
1021,Sri Lanka,2022-11-08,16,671350,After
1022,Sri Lanka,2022-11-09,4,671354,After
1023,Sri Lanka,2022-11-10,15,671369,After
1024,Sri Lanka,2022-11-11,15,671384,After
1025,Sri Lanka,2022-11-12,22,671406,After
1026,Sri Lanka,2022-11-13,11,671417,After
1027,Sri Lanka,2022-11-14,14,671431,After
1028,Sri Lanka,2022-11-15,24,671455,After
1029,Sri Lanka,2022-11-16,10,671465,After
1030,Sri Lanka,2022-11-17,16,671481,After
1031,Sri Lanka,2022-11-18,16,671497,After
1032,Sri Lanka,2022-11-19,0,671497,After
1033,Sri Lanka,2022-11-20,25,671522,After
1034,Sri Lanka,2022-11-21,24,671546,After
1035,Sri Lanka,2022-11-22,17,671563,After
1036,Sri Lanka,2022-11-23,23,671586,After
1037,Sri Lanka,2022-11-24,24,671610,After
1038,Sri Lanka,2022-11-25,16,671626,After
1039,Sri Lanka,2022-11-26,12,671638,After
1040,Sri Lanka,2022-11-27,4,671642,After
1041,Sri Lanka,2022-11-28,9,671651,After
1042,Sri Lanka,2022-11-29,20,671671,After
1043,Sri Lanka,2022-11-30,11,671682,After
1044,Sri Lanka,2022-12-01,5,671687,After
1045,Sri Lanka,2022-12-02,8,671695,After
1046,Sri Lanka,2022-12-03,8,671703,After
1047,Sri Lanka,2022-12-04,8,671711,After
1048,Sri Lanka,2022-12-05,3,671714,After
1049,Sri Lanka,2022-12-06,5,671719,After
1050,Sri Lanka,2022-12-07,3,671722,After
1051,Sri Lanka,2022-12-08,20,671742,After
1052,Sri Lanka,2022-12-09,3,671745,After
1053,Sri Lanka,2022-12-10,7,671752,After
1054,Sri Lanka,2022-12-11,4,671756,After
1055,Sri Lanka,2022-12-12,5,671761,After
1056,Sri Lanka,2022-12-13,9,671770,After
1057,Sri Lanka,2022-12-14,6,671776,After
1058,Sri Lanka,2022-12-15,17,671793,After
1059,Sri Lanka,2022-12-16,4,671797,After
1060,Sri Lanka,2022-12-17,11,671808,After
1061,Sri Lanka,2022-12-18,5,671813,After
1062,Sri Lanka,2022-12-19,4,671817,After
1063,Sri Lanka,2022-12-20,4,671821,After
1064,Sri Lanka,2022-12-21,10,671831,After
1065,Sri Lanka,2022-12-22,7,671838,After
1066,Sri Lanka,2022-12-23,5,671843,After
1067,Sri Lanka,2022-12-24,8,671851,After
1068,Sri Lanka,2022-12-25,4,671855,After
1069,Sri Lanka,2022-12-26,4,671859,After
1070,Sri Lanka,2022-12-27,0,671859,After
1071,Sri Lanka,2022-12-28,16,671875,After
1072,Sri Lanka,2022-12-29,4,671879,After
1073,Sri Lanka,2022-12-30,5,671884,After
1074,Sri Lanka,2022-12-31,7,671891,After
1075,Sri Lanka,2023-01-01,2,671893,After
1076,Sri Lanka,2023-01-02,5,671898,After
1077,Sri Lanka,2023-01-03,5,671903,After
1078,Sri Lanka,2023-01-04,0,671903,After
1079,Sri Lanka,2023-01-05,13,671916,After
1080,Sri Lanka,2023-01-06,7,671923,After
1081,Sri Lanka,2023-01-07,4,671927,After
1082,Sri Lanka,2023-01-08,2,671929,After
1083,Sri Lanka,2023-01-09,8,671937,After
1084,Sri Lanka,2023-01-10,5,671942,After
1085,Sri Lanka,2023-01-11,6,671948,After
1086,Sri Lanka,2023-01-12,6,671954,After
1087,Sri Lanka,2023-01-13,5,671959,After
1088,Sri Lanka,2023-01-14,4,671963,After
1089,Sri Lanka,2023-01-15,1,671964,After
1090,Sri Lanka,2023-01-16,2,671966,After
1091,Sri Lanka,2023-01-17,2,671968,After
1092,Sri Lanka,2023-01-18,2,671970,After
1093,Sri Lanka,2023-01-19,0,671970,After
1094,Sri Lanka,2023-01-20,6,671976,After
1095,Sri Lanka,2023-01-21,0,671976,After
1096,Sri Lanka,2023-01-22,0,671976,After
1097,Sri Lanka,2023-01-23,5,671981,After
1098,Sri Lanka,2023-01-24,3,671984,After
