,HCHO reading
HCHO reading,1.0
PRCP,-0.045411770701102354
TAVG,0.3743565975652266
TMAX,0.35782800767060524
TMIN,0.2751802435046314
Population,0.055737775098327745
population_density,0.05561796584666811
carbon_monoxide,-0.30268439909164546
nitogen_dioxide,0.11027221757633104
ozone,0.4079337759602347
new_covid_patients,0.03796197727078146
total_covid_patients,0.07091566651053649
lockdown_status,0.039215148757965244
covid_range_status,-0.04979489219653586
