HCHO reading,Location,Current Date,Next Date
0.000180797177747,Colombo Proper,2020-04-13,2020-04-14
0.0002226960722198,Colombo Proper,2020-04-14,2020-04-15
4.693396476795897e-05,Colombo Proper,2020-04-15,2020-04-16
0.0001989634346848,Colombo Proper,2020-04-16,2020-04-17
0.000183928161466,Colombo Proper,2020-04-17,2020-04-18
0.0002145379453068,Colombo Proper,2020-04-18,2020-04-19
0.0001914146864312,Colombo Proper,2020-04-19,2020-04-20
0.0002031757939126,Colombo Proper,2020-04-20,2020-04-21
,Colombo Proper,2020-04-21,2020-04-22
,Colombo Proper,2020-04-22,2020-04-23
0.0001600981711373,Colombo Proper,2020-04-23,2020-04-24
,Colombo Proper,2020-04-24,2020-04-25
0.0001406910458095,Colombo Proper,2020-04-25,2020-04-26
0.0001359427979954,Colombo Proper,2020-04-26,2020-04-27
0.0001354434317104,Colombo Proper,2020-04-27,2020-04-28
7.410965218508509e-05,Colombo Proper,2020-04-28,2020-04-29
0.0001046117112512,Colombo Proper,2020-04-29,2020-04-30
0.0001838830943896,Colombo Proper,2020-04-30,2020-05-01
0.0001656320082705,Colombo Proper,2020-05-01,2020-05-02
0.0002379170848126,Colombo Proper,2020-05-02,2020-05-03
0.0001532576961496,Colombo Proper,2020-05-03,2020-05-04
0.0002307680164753,Colombo Proper,2020-05-04,2020-05-05
,Colombo Proper,2020-05-05,2020-05-06
,Colombo Proper,2020-05-06,2020-05-07
,Colombo Proper,2020-05-07,2020-05-08
0.0001289697579581,Colombo Proper,2020-05-08,2020-05-09
0.0001123520465512,Colombo Proper,2020-05-09,2020-05-10
,Colombo Proper,2020-05-10,2020-05-11
,Colombo Proper,2020-05-11,2020-05-12
0.0002312783008953,Colombo Proper,2020-05-12,2020-05-13
0.0001631825917376,Colombo Proper,2020-05-13,2020-05-14
0.0001503001493125,Colombo Proper,2020-05-14,2020-05-15
,Colombo Proper,2020-05-15,2020-05-16
,Colombo Proper,2020-05-16,2020-05-17
,Colombo Proper,2020-05-17,2020-05-18
0.0003438599774495,Colombo Proper,2020-05-18,2020-05-19
,Colombo Proper,2020-05-19,2020-05-20
0.0001189361982722,Colombo Proper,2020-05-20,2020-05-21
,Colombo Proper,2020-05-21,2020-05-22
2.677951647760532e-05,Colombo Proper,2020-05-22,2020-05-23
,Colombo Proper,2020-05-23,2020-05-24
0.0001599202746551,Colombo Proper,2020-05-24,2020-05-25
0.0001229970456021,Colombo Proper,2020-05-25,2020-05-26
8.88699439362386e-05,Colombo Proper,2020-05-26,2020-05-27
,Colombo Proper,2020-05-27,2020-05-28
0.0001082561779196,Colombo Proper,2020-05-28,2020-05-29
6.240960160428663e-05,Colombo Proper,2020-05-29,2020-05-30
3.846044830897755e-05,Colombo Proper,2020-05-30,2020-05-31
-2.987381835365395e-06,Colombo Proper,2020-05-31,2020-06-01
0.000121141944122,Colombo Proper,2020-06-01,2020-06-02
0.0001334314306849,Colombo Proper,2020-06-02,2020-06-03
4.184015518299238e-05,Colombo Proper,2020-06-03,2020-06-04
6.386906709541972e-05,Colombo Proper,2020-06-04,2020-06-05
6.390508387308208e-05,Colombo Proper,2020-06-05,2020-06-06
,Colombo Proper,2020-06-06,2020-06-07
,Colombo Proper,2020-06-07,2020-06-08
,Colombo Proper,2020-06-08,2020-06-09
9.759900266702665e-05,Colombo Proper,2020-06-09,2020-06-10
0.0001844867718274,Colombo Proper,2020-06-10,2020-06-11
1.0387170742350296e-05,Colombo Proper,2020-06-11,2020-06-12
,Colombo Proper,2020-06-12,2020-06-13
0.0001262331509948,Colombo Proper,2020-06-13,2020-06-14
0.0001954386378505,Colombo Proper,2020-06-14,2020-06-15
-3.856742614450761e-06,Colombo Proper,2020-06-15,2020-06-16
,Colombo Proper,2020-06-16,2020-06-17
0.0001432230767169,Colombo Proper,2020-06-17,2020-06-18
7.33823541965766e-05,Colombo Proper,2020-06-18,2020-06-19
5.250919320498035e-05,Colombo Proper,2020-06-19,2020-06-20
7.053601420995188e-05,Colombo Proper,2020-06-20,2020-06-21
,Colombo Proper,2020-06-21,2020-06-22
7.179510677216268e-05,Colombo Proper,2020-06-22,2020-06-23
4.058775404370783e-05,Colombo Proper,2020-06-23,2020-06-24
,Colombo Proper,2020-06-24,2020-06-25
,Colombo Proper,2020-06-25,2020-06-26
,Colombo Proper,2020-06-26,2020-06-27
0.0001047546448937,Colombo Proper,2020-06-27,2020-06-28
9.694238940661948e-05,Colombo Proper,2020-06-28,2020-06-29
,Colombo Proper,2020-06-29,2020-06-30
0.0001006757847927,Colombo Proper,2020-06-30,2020-07-01
8.496655202105822e-05,Colombo Proper,2020-07-01,2020-07-02
5.695702040364191e-05,Colombo Proper,2020-07-02,2020-07-03
0.000229363866223,Colombo Proper,2020-07-03,2020-07-04
0.0001326400427316,Colombo Proper,2020-07-04,2020-07-05
-3.3158529189727524e-05,Colombo Proper,2020-07-05,2020-07-06
2.917879854773666e-05,Colombo Proper,2020-07-06,2020-07-07
-1.8534759861492544e-05,Colombo Proper,2020-07-07,2020-07-08
0.0001367529051256,Colombo Proper,2020-07-08,2020-07-09
,Colombo Proper,2020-07-09,2020-07-10
,Colombo Proper,2020-07-10,2020-07-11
,Colombo Proper,2020-07-11,2020-07-12
,Colombo Proper,2020-07-12,2020-07-13
9.876886113591492e-05,Colombo Proper,2020-07-13,2020-07-14
0.0001549258383588,Colombo Proper,2020-07-14,2020-07-15
0.0001079511928576,Colombo Proper,2020-07-15,2020-07-16
,Colombo Proper,2020-07-16,2020-07-17
0.0001394245034344,Colombo Proper,2020-07-17,2020-07-18
0.0001175511391026,Colombo Proper,2020-07-18,2020-07-19
0.0003319758664293,Colombo Proper,2020-07-19,2020-07-20
,Colombo Proper,2020-07-20,2020-07-21
0.0001123538342313,Colombo Proper,2020-07-21,2020-07-22
,Colombo Proper,2020-07-22,2020-07-23
0.0001967218725518,Colombo Proper,2020-07-23,2020-07-24
,Colombo Proper,2020-07-24,2020-07-25
,Colombo Proper,2020-07-25,2020-07-26
,Colombo Proper,2020-07-26,2020-07-27
0.0002550974683168,Colombo Proper,2020-07-27,2020-07-28
,Colombo Proper,2020-07-28,2020-07-29
,Colombo Proper,2020-07-29,2020-07-30
,Colombo Proper,2020-07-30,2020-07-31
2.194835337581231e-05,Colombo Proper,2020-07-31,2020-08-01
7.22438335812151e-05,Colombo Proper,2020-08-01,2020-08-02
,Colombo Proper,2020-08-02,2020-08-03
,Colombo Proper,2020-08-03,2020-08-04
,Colombo Proper,2020-08-04,2020-08-05
,Colombo Proper,2020-08-05,2020-08-06
,Colombo Proper,2020-08-06,2020-08-07
,Colombo Proper,2020-08-07,2020-08-08
6.165343655485986e-05,Colombo Proper,2020-08-08,2020-08-09
,Colombo Proper,2020-08-09,2020-08-10
,Colombo Proper,2020-08-10,2020-08-11
,Colombo Proper,2020-08-11,2020-08-12
6.756726523655993e-05,Colombo Proper,2020-08-12,2020-08-13
6.824330114802585e-05,Colombo Proper,2020-08-13,2020-08-14
6.551141187371996e-05,Colombo Proper,2020-08-14,2020-08-15
9.53623197143923e-05,Colombo Proper,2020-08-15,2020-08-16
,Colombo Proper,2020-08-16,2020-08-17
5.218663593212984e-05,Colombo Proper,2020-08-17,2020-08-18
9.408554995921697e-05,Colombo Proper,2020-08-18,2020-08-19
0.000108648368642,Colombo Proper,2020-08-19,2020-08-20
5.898684525526202e-05,Colombo Proper,2020-08-20,2020-08-21
0.000185514265541,Colombo Proper,2020-08-21,2020-08-22
0.0001383807546722,Colombo Proper,2020-08-22,2020-08-23
1.020713033914896e-05,Colombo Proper,2020-08-23,2020-08-24
-4.4336980382498894e-05,Colombo Proper,2020-08-24,2020-08-25
5.800061266907338e-05,Colombo Proper,2020-08-25,2020-08-26
0.00012725378676,Colombo Proper,2020-08-26,2020-08-27
0.0001226426706302,Colombo Proper,2020-08-27,2020-08-28
8.611686644879429e-05,Colombo Proper,2020-08-28,2020-08-29
0.0001581098164079,Colombo Proper,2020-08-29,2020-08-30
0.0001601970867785,Colombo Proper,2020-08-30,2020-08-31
9.00559617642378e-05,Colombo Proper,2020-08-31,2020-09-01
,Colombo Proper,2020-09-01,2020-09-02
,Colombo Proper,2020-09-02,2020-09-03
0.0001089729114532,Colombo Proper,2020-09-03,2020-09-04
8.350929906288698e-05,Colombo Proper,2020-09-04,2020-09-05
6.279599504086146e-05,Colombo Proper,2020-09-05,2020-09-06
,Colombo Proper,2020-09-06,2020-09-07
,Colombo Proper,2020-09-07,2020-09-08
-2.856671194697828e-05,Colombo Proper,2020-09-08,2020-09-09
-4.658729364983872e-05,Colombo Proper,2020-09-09,2020-09-10
,Colombo Proper,2020-09-10,2020-09-11
5.088969002586624e-05,Colombo Proper,2020-09-11,2020-09-12
6.437920269536806e-05,Colombo Proper,2020-09-12,2020-09-13
0.0001609683889167,Colombo Proper,2020-09-13,2020-09-14
,Colombo Proper,2020-09-14,2020-09-15
0.0001143370669573,Colombo Proper,2020-09-15,2020-09-16
3.69041425834875e-05,Colombo Proper,2020-09-16,2020-09-17
-2.5222887248274982e-05,Colombo Proper,2020-09-17,2020-09-18
,Colombo Proper,2020-09-18,2020-09-19
0.0001903554784655,Colombo Proper,2020-09-19,2020-09-20
,Colombo Proper,2020-09-20,2020-09-21
,Colombo Proper,2020-09-21,2020-09-22
,Colombo Proper,2020-09-22,2020-09-23
3.544372022705729e-05,Colombo Proper,2020-09-23,2020-09-24
0.0001260179927192,Colombo Proper,2020-09-24,2020-09-25
,Colombo Proper,2020-09-25,2020-09-26
5.564912544903195e-05,Colombo Proper,2020-09-26,2020-09-27
6.616742823127159e-05,Colombo Proper,2020-09-27,2020-09-28
0.000226078828243,Colombo Proper,2020-09-28,2020-09-29
,Colombo Proper,2020-09-29,2020-09-30
,Colombo Proper,2020-09-30,2020-10-01
1.063345464081946e-05,Colombo Proper,2020-10-01,2020-10-02
8.39799467602166e-05,Colombo Proper,2020-10-02,2020-10-03
0.0001044083669184,Colombo Proper,2020-10-03,2020-10-04
2.111934367094221e-07,Colombo Proper,2020-10-04,2020-10-05
7.119013827322124e-05,Colombo Proper,2020-10-05,2020-10-06
0.0001443318573785,Colombo Proper,2020-10-06,2020-10-07
,Colombo Proper,2020-10-07,2020-10-08
,Colombo Proper,2020-10-08,2020-10-09
,Colombo Proper,2020-10-09,2020-10-10
0.00012927445667,Colombo Proper,2020-10-10,2020-10-11
8.378911994586367e-05,Colombo Proper,2020-10-11,2020-10-12
0.0001581395232151,Colombo Proper,2020-10-12,2020-10-13
0.0001933941976113,Colombo Proper,2020-10-13,2020-10-14
,Colombo Proper,2020-10-14,2020-10-15
,Colombo Proper,2020-10-15,2020-10-16
9.858052342680412e-05,Colombo Proper,2020-10-16,2020-10-17
1.7811748198917226e-05,Colombo Proper,2020-10-17,2020-10-18
7.158585229107723e-05,Colombo Proper,2020-10-18,2020-10-19
0.0002520162448395,Colombo Proper,2020-10-19,2020-10-20
3.3276900294780645e-05,Colombo Proper,2020-10-20,2020-10-21
0.0001338458078774,Colombo Proper,2020-10-21,2020-10-22
7.555173946898224e-06,Colombo Proper,2020-10-22,2020-10-23
7.105086143836031e-05,Colombo Proper,2020-10-23,2020-10-24
7.332211693731152e-05,Colombo Proper,2020-10-24,2020-10-25
8.174195566978968e-05,Colombo Proper,2020-10-25,2020-10-26
7.09171727688149e-05,Colombo Proper,2020-10-26,2020-10-27
0.0001405435827147,Colombo Proper,2020-10-27,2020-10-28
0.0002763089594117,Colombo Proper,2020-10-28,2020-10-29
0.0001685633329135,Colombo Proper,2020-10-29,2020-10-30
,Colombo Proper,2020-10-30,2020-10-31
5.401703829654914e-06,Colombo Proper,2020-10-31,2020-11-01
0.0001371110957633,Colombo Proper,2020-11-01,2020-11-02
0.0001035264844426,Colombo Proper,2020-11-02,2020-11-03
0.0002582581414107,Colombo Proper,2020-11-03,2020-11-04
0.0001479459736054,Colombo Proper,2020-11-04,2020-11-05
0.0001713041765321,Colombo Proper,2020-11-05,2020-11-06
0.0001608849066159,Colombo Proper,2020-11-06,2020-11-07
0.0001322907462156,Colombo Proper,2020-11-07,2020-11-08
0.0001014556496769,Colombo Proper,2020-11-08,2020-11-09
0.0001549767491343,Colombo Proper,2020-11-09,2020-11-10
0.0002153815936199,Colombo Proper,2020-11-10,2020-11-11
0.0001680503574552,Colombo Proper,2020-11-11,2020-11-12
0.0002092867308346,Colombo Proper,2020-11-12,2020-11-13
0.0001328514258473,Colombo Proper,2020-11-13,2020-11-14
0.000127032481064,Colombo Proper,2020-11-14,2020-11-15
,Colombo Proper,2020-11-15,2020-11-16
0.0003014676645325,Colombo Proper,2020-11-16,2020-11-17
0.0002102343142154,Colombo Proper,2020-11-17,2020-11-18
0.0001226272107369,Colombo Proper,2020-11-18,2020-11-19
0.0001689257057162,Colombo Proper,2020-11-19,2020-11-20
0.000114912225481,Colombo Proper,2020-11-20,2020-11-21
0.0001138495641792,Colombo Proper,2020-11-21,2020-11-22
,Colombo Proper,2020-11-22,2020-11-23
0.0002088124755424,Colombo Proper,2020-11-23,2020-11-24
,Colombo Proper,2020-11-24,2020-11-25
,Colombo Proper,2020-11-25,2020-11-26
0.0001261620531561,Colombo Proper,2020-11-26,2020-11-27
5.329385075339822e-05,Colombo Proper,2020-11-27,2020-11-28
0.0002872822628802,Colombo Proper,2020-11-28,2020-11-29
0.0003573190095101,Colombo Proper,2020-11-29,2020-11-30
0.0001306101105465,Colombo Proper,2020-11-30,2020-12-01
,Colombo Proper,2020-12-01,2020-12-02
,Colombo Proper,2020-12-02,2020-12-03
0.0001895978733741,Colombo Proper,2020-12-03,2020-12-04
3.9636452885990645e-06,Colombo Proper,2020-12-04,2020-12-05
0.0002854040079956,Colombo Proper,2020-12-05,2020-12-06
0.0001434644771966,Colombo Proper,2020-12-06,2020-12-07
0.0001896025597799,Colombo Proper,2020-12-07,2020-12-08
0.000274648565017,Colombo Proper,2020-12-08,2020-12-09
0.0002232851100516,Colombo Proper,2020-12-09,2020-12-10
0.0003934967004419,Colombo Proper,2020-12-10,2020-12-11
0.0002129514349934,Colombo Proper,2020-12-11,2020-12-12
0.0002680092342523,Colombo Proper,2020-12-12,2020-12-13
0.0001300334105227,Colombo Proper,2020-12-13,2020-12-14
0.0001347145288639,Colombo Proper,2020-12-14,2020-12-15
0.0002642558670693,Colombo Proper,2020-12-15,2020-12-16
0.0002206075632153,Colombo Proper,2020-12-16,2020-12-17
,Colombo Proper,2020-12-17,2020-12-18
0.000213910686674,Colombo Proper,2020-12-18,2020-12-19
,Colombo Proper,2020-12-19,2020-12-20
,Colombo Proper,2020-12-20,2020-12-21
,Colombo Proper,2020-12-21,2020-12-22
,Colombo Proper,2020-12-22,2020-12-23
,Colombo Proper,2020-12-23,2020-12-24
-3.192751512459696e-05,Colombo Proper,2020-12-24,2020-12-25
0.0002053803512766,Colombo Proper,2020-12-25,2020-12-26
0.0001272233308124,Colombo Proper,2020-12-26,2020-12-27
0.0001622308343621,Colombo Proper,2020-12-27,2020-12-28
0.0001014035540544,Colombo Proper,2020-12-28,2020-12-29
0.0001641161179862,Colombo Proper,2020-12-29,2020-12-30
0.0002430780579364,Colombo Proper,2020-12-30,2020-12-31
-0.0002275538913316,Colombo Proper,2020-12-31,2021-01-01
,Colombo Proper,2021-01-01,2021-01-02
,Colombo Proper,2021-01-02,2021-01-03
,Colombo Proper,2021-01-03,2021-01-04
0.0002369831877015,Colombo Proper,2021-01-04,2021-01-05
-0.0001506026746411,Colombo Proper,2021-01-05,2021-01-06
0.0001514076036091,Colombo Proper,2021-01-06,2021-01-07
0.0001898265243012,Colombo Proper,2021-01-07,2021-01-08
0.0002692413319713,Colombo Proper,2021-01-08,2021-01-09
,Colombo Proper,2021-01-09,2021-01-10
,Colombo Proper,2021-01-10,2021-01-11
,Colombo Proper,2021-01-11,2021-01-12
,Colombo Proper,2021-01-12,2021-01-13
,Colombo Proper,2021-01-13,2021-01-14
0.0001306578061264,Colombo Proper,2021-01-14,2021-01-15
,Colombo Proper,2021-01-15,2021-01-16
,Colombo Proper,2021-01-16,2021-01-17
-2.814097830969805e-05,Colombo Proper,2021-01-17,2021-01-18
,Colombo Proper,2021-01-18,2021-01-19
0.0001785179326151,Colombo Proper,2021-01-19,2021-01-20
0.0001032693407217,Colombo Proper,2021-01-20,2021-01-21
0.0002051838040896,Colombo Proper,2021-01-21,2021-01-22
0.0002140583899306,Colombo Proper,2021-01-22,2021-01-23
0.0001862861907533,Colombo Proper,2021-01-23,2021-01-24
0.0001354404351779,Colombo Proper,2021-01-24,2021-01-25
0.0003174737761862,Colombo Proper,2021-01-25,2021-01-26
0.0001746427192303,Colombo Proper,2021-01-26,2021-01-27
0.0002416642817995,Colombo Proper,2021-01-27,2021-01-28
0.0004977647487152,Colombo Proper,2021-01-28,2021-01-29
0.0001088681105839,Colombo Proper,2021-01-29,2021-01-30
0.0002814834181886,Colombo Proper,2021-01-30,2021-01-31
0.0002437034403655,Colombo Proper,2021-01-31,2021-02-01
-4.071811077386823e-05,Colombo Proper,2021-02-01,2021-02-02
0.0001380282355278,Colombo Proper,2021-02-02,2021-02-03
,Colombo Proper,2021-02-03,2021-02-04
0.0001915302879978,Colombo Proper,2021-02-04,2021-02-05
0.000124417414927,Colombo Proper,2021-02-05,2021-02-06
0.0001891708523288,Colombo Proper,2021-02-06,2021-02-07
,Colombo Proper,2021-02-07,2021-02-08
3.277584362007702e-06,Colombo Proper,2021-02-08,2021-02-09
0.0002360149943155,Colombo Proper,2021-02-09,2021-02-10
0.00024592325094,Colombo Proper,2021-02-10,2021-02-11
0.0002907206630647,Colombo Proper,2021-02-11,2021-02-12
0.0002645433691866,Colombo Proper,2021-02-12,2021-02-13
0.0003119554530225,Colombo Proper,2021-02-13,2021-02-14
0.0002835153994791,Colombo Proper,2021-02-14,2021-02-15
0.0002050635839755,Colombo Proper,2021-02-15,2021-02-16
0.0002055507070057,Colombo Proper,2021-02-16,2021-02-17
0.0003900219266868,Colombo Proper,2021-02-17,2021-02-18
0.0003264424821823,Colombo Proper,2021-02-18,2021-02-19
,Colombo Proper,2021-02-19,2021-02-20
0.0001709358348845,Colombo Proper,2021-02-20,2021-02-21
0.0002139903864919,Colombo Proper,2021-02-21,2021-02-22
0.0002277018962164,Colombo Proper,2021-02-22,2021-02-23
0.0001589549799036,Colombo Proper,2021-02-23,2021-02-24
0.000115214313486,Colombo Proper,2021-02-24,2021-02-25
0.0002325898708213,Colombo Proper,2021-02-25,2021-02-26
0.0002289977922013,Colombo Proper,2021-02-26,2021-02-27
0.0001920381543707,Colombo Proper,2021-02-27,2021-02-28
0.000202528953311,Colombo Proper,2021-02-28,2021-03-01
8.974775815940257e-05,Colombo Proper,2021-03-01,2021-03-02
0.0004364158279691,Colombo Proper,2021-03-02,2021-03-03
0.0002043196853631,Colombo Proper,2021-03-03,2021-03-04
0.0003839609401357,Colombo Proper,2021-03-04,2021-03-05
0.0003406199961689,Colombo Proper,2021-03-05,2021-03-06
0.0003904318930223,Colombo Proper,2021-03-06,2021-03-07
,Colombo Proper,2021-03-07,2021-03-08
0.0001113585037533,Colombo Proper,2021-03-08,2021-03-09
0.0002371528462455,Colombo Proper,2021-03-09,2021-03-10
0.0001690345518758,Colombo Proper,2021-03-10,2021-03-11
0.0002105863433248,Colombo Proper,2021-03-11,2021-03-12
0.000202354727431,Colombo Proper,2021-03-12,2021-03-13
0.0001409489129117,Colombo Proper,2021-03-13,2021-03-14
0.0002179402098774,Colombo Proper,2021-03-14,2021-03-15
0.0002426438265474,Colombo Proper,2021-03-15,2021-03-16
0.0002616008564259,Colombo Proper,2021-03-16,2021-03-17
0.0002512875576035,Colombo Proper,2021-03-17,2021-03-18
0.0002178442068229,Colombo Proper,2021-03-18,2021-03-19
0.0003225614713497,Colombo Proper,2021-03-19,2021-03-20
,Colombo Proper,2021-03-20,2021-03-21
0.0002924193098551,Colombo Proper,2021-03-21,2021-03-22
0.0003266746678878,Colombo Proper,2021-03-22,2021-03-23
,Colombo Proper,2021-03-23,2021-03-24
0.000366138543108,Colombo Proper,2021-03-24,2021-03-25
,Colombo Proper,2021-03-25,2021-03-26
,Colombo Proper,2021-03-26,2021-03-27
,Colombo Proper,2021-03-27,2021-03-28
,Colombo Proper,2021-03-28,2021-03-29
0.0001351284841152,Colombo Proper,2021-03-29,2021-03-30
0.0001392593237019,Colombo Proper,2021-03-30,2021-03-31
0.0001475118842205,Colombo Proper,2021-03-31,2021-04-01
0.0001772367650626,Colombo Proper,2021-04-01,2021-04-02
0.000157007514811,Colombo Proper,2021-04-02,2021-04-03
0.0001245037900534,Colombo Proper,2021-04-03,2021-04-04
0.0001555211295454,Colombo Proper,2021-04-04,2021-04-05
0.0001978674029281,Colombo Proper,2021-04-05,2021-04-06
0.000347094900212,Colombo Proper,2021-04-06,2021-04-07
0.000336694393004,Colombo Proper,2021-04-07,2021-04-08
,Colombo Proper,2021-04-08,2021-04-09
0.0001683114077093,Colombo Proper,2021-04-09,2021-04-10
0.0003171383792382,Colombo Proper,2021-04-10,2021-04-11
0.0002353733053514,Colombo Proper,2021-04-11,2021-04-12
0.0002593412850278,Colombo Proper,2021-04-12,2021-04-13
,Colombo Proper,2021-04-13,2021-04-14
0.0001700151831131,Colombo Proper,2021-04-14,2021-04-15
0.000173734373544,Colombo Proper,2021-04-15,2021-04-16
0.0001010269419527,Colombo Proper,2021-04-16,2021-04-17
,Colombo Proper,2021-04-17,2021-04-18
0.000118021278765,Colombo Proper,2021-04-18,2021-04-19
0.0001081649258043,Colombo Proper,2021-04-19,2021-04-20
0.0001847278596022,Colombo Proper,2021-04-20,2021-04-21
0.0001972131019884,Colombo Proper,2021-04-21,2021-04-22
0.0001855974828301,Colombo Proper,2021-04-22,2021-04-23
,Colombo Proper,2021-04-23,2021-04-24
,Colombo Proper,2021-04-24,2021-04-25
0.0002471323820972,Colombo Proper,2021-04-25,2021-04-26
0.0001463663441777,Colombo Proper,2021-04-26,2021-04-27
0.0002134845212401,Colombo Proper,2021-04-27,2021-04-28
0.0001731765506034,Colombo Proper,2021-04-28,2021-04-29
0.0003036636855953,Colombo Proper,2021-04-29,2021-04-30
0.0001951219315353,Colombo Proper,2021-04-30,2021-05-01
0.0002452214396045,Colombo Proper,2021-05-01,2021-05-02
0.0002645389429535,Colombo Proper,2021-05-02,2021-05-03
8.557056172578272e-05,Colombo Proper,2021-05-03,2021-05-04
0.0002209067323248,Colombo Proper,2021-05-04,2021-05-05
0.0002489217460877,Colombo Proper,2021-05-05,2021-05-06
0.000200302745968,Colombo Proper,2021-05-06,2021-05-07
0.0003402714822933,Colombo Proper,2021-05-07,2021-05-08
0.0001707579410077,Colombo Proper,2021-05-08,2021-05-09
0.0001754510948178,Colombo Proper,2021-05-09,2021-05-10
,Colombo Proper,2021-05-10,2021-05-11
0.000136949172288,Colombo Proper,2021-05-11,2021-05-12
0.0001187003015104,Colombo Proper,2021-05-12,2021-05-13
,Colombo Proper,2021-05-13,2021-05-14
,Colombo Proper,2021-05-14,2021-05-15
,Colombo Proper,2021-05-15,2021-05-16
,Colombo Proper,2021-05-16,2021-05-17
0.0001073622963506,Colombo Proper,2021-05-17,2021-05-18
0.0001151393206812,Colombo Proper,2021-05-18,2021-05-19
3.7632326797477766e-05,Colombo Proper,2021-05-19,2021-05-20
,Colombo Proper,2021-05-20,2021-05-21
,Colombo Proper,2021-05-21,2021-05-22
0.0001562455652218,Colombo Proper,2021-05-22,2021-05-23
,Colombo Proper,2021-05-23,2021-05-24
8.640041676999091e-05,Colombo Proper,2021-05-24,2021-05-25
,Colombo Proper,2021-05-25,2021-05-26
,Colombo Proper,2021-05-26,2021-05-27
0.0001197226696455,Colombo Proper,2021-05-27,2021-05-28
0.0002846241686733,Colombo Proper,2021-05-28,2021-05-29
5.140843569635608e-05,Colombo Proper,2021-05-29,2021-05-30
0.0001638313116302,Colombo Proper,2021-05-30,2021-05-31
0.0001179661027567,Colombo Proper,2021-05-31,2021-06-01
0.0001566254873436,Colombo Proper,2021-06-01,2021-06-02
0.0001080532010729,Colombo Proper,2021-06-02,2021-06-03
,Colombo Proper,2021-06-03,2021-06-04
-1.3164129551316546e-05,Colombo Proper,2021-06-04,2021-06-05
,Colombo Proper,2021-06-05,2021-06-06
0.0001845359693438,Colombo Proper,2021-06-06,2021-06-07
0.0001184897886351,Colombo Proper,2021-06-07,2021-06-08
,Colombo Proper,2021-06-08,2021-06-09
8.833928529805503e-05,Colombo Proper,2021-06-09,2021-06-10
0.000135486230632,Colombo Proper,2021-06-10,2021-06-11
,Colombo Proper,2021-06-11,2021-06-12
5.342745342748797e-05,Colombo Proper,2021-06-12,2021-06-13
,Colombo Proper,2021-06-13,2021-06-14
0.0002191296073331,Colombo Proper,2021-06-14,2021-06-15
0.0001334847807237,Colombo Proper,2021-06-15,2021-06-16
2.117090359564527e-05,Colombo Proper,2021-06-16,2021-06-17
2.6159526392206325e-05,Colombo Proper,2021-06-17,2021-06-18
0.0001395902548474,Colombo Proper,2021-06-18,2021-06-19
3.4048939573982124e-05,Colombo Proper,2021-06-19,2021-06-20
6.569158932740452e-05,Colombo Proper,2021-06-20,2021-06-21
0.000162442274985,Colombo Proper,2021-06-21,2021-06-22
,Colombo Proper,2021-06-22,2021-06-23
0.0001214765142012,Colombo Proper,2021-06-23,2021-06-24
7.041590683398183e-05,Colombo Proper,2021-06-24,2021-06-25
8.078253427334957e-05,Colombo Proper,2021-06-25,2021-06-26
,Colombo Proper,2021-06-26,2021-06-27
0.0001528314952572,Colombo Proper,2021-06-27,2021-06-28
8.158938262454332e-05,Colombo Proper,2021-06-28,2021-06-29
-8.562912389164453e-05,Colombo Proper,2021-06-29,2021-06-30
9.404885234298092e-05,Colombo Proper,2021-06-30,2021-07-01
,Colombo Proper,2021-07-01,2021-07-02
0.0002613394697627,Colombo Proper,2021-07-02,2021-07-03
0.0004196659512255,Colombo Proper,2021-07-03,2021-07-04
,Colombo Proper,2021-07-04,2021-07-05
-6.64929785597373e-05,Colombo Proper,2021-07-05,2021-07-06
-2.2501356234331296e-05,Colombo Proper,2021-07-06,2021-07-07
-2.171927151665001e-05,Colombo Proper,2021-07-07,2021-07-08
,Colombo Proper,2021-07-08,2021-07-09
,Colombo Proper,2021-07-09,2021-07-10
,Colombo Proper,2021-07-10,2021-07-11
,Colombo Proper,2021-07-11,2021-07-12
,Colombo Proper,2021-07-12,2021-07-13
4.777782884694065e-05,Colombo Proper,2021-07-13,2021-07-14
,Colombo Proper,2021-07-14,2021-07-15
,Colombo Proper,2021-07-15,2021-07-16
,Colombo Proper,2021-07-16,2021-07-17
,Colombo Proper,2021-07-17,2021-07-18
0.0002389225525509,Colombo Proper,2021-07-18,2021-07-19
4.428448499914935e-05,Colombo Proper,2021-07-19,2021-07-20
8.70193889447396e-05,Colombo Proper,2021-07-20,2021-07-21
0.0001457126797112,Colombo Proper,2021-07-21,2021-07-22
,Colombo Proper,2021-07-22,2021-07-23
3.398212134169013e-05,Colombo Proper,2021-07-23,2021-07-24
,Colombo Proper,2021-07-24,2021-07-25
,Colombo Proper,2021-07-25,2021-07-26
,Colombo Proper,2021-07-26,2021-07-27
9.853908654433984e-05,Colombo Proper,2021-07-27,2021-07-28
2.6380996386437524e-05,Colombo Proper,2021-07-28,2021-07-29
9.667988833399398e-05,Colombo Proper,2021-07-29,2021-07-30
0.0001155906042784,Colombo Proper,2021-07-30,2021-07-31
5.107784333170062e-05,Colombo Proper,2021-07-31,2021-08-01
0.0001128233697,Colombo Proper,2021-08-01,2021-08-02
0.0002368718710702,Colombo Proper,2021-08-02,2021-08-03
-2.139473278983324e-06,Colombo Proper,2021-08-03,2021-08-04
0.0001531405253013,Colombo Proper,2021-08-04,2021-08-05
